OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,11,23,132,27,165,9,77,6
2,B,M1->M3,12,56,36,0,0,27,60,8
3,D,M1->M2,7,29,49,13,77,0,0,13
4,D,M1->M2,20,40,200,43,160,0,0,12
5,B,M1->M3,16,20,160,0,0,22,32,12
6,B,M1->M3,23,19,253,0,0,6,184,8
7,D,M1->M2,19,28,76,14,152,0,0,11
8,D,M1->M2,8,56,64,21,112,0,0,7
9,A,M1->M2->M3,42,22,504,39,336,30,126,9
10,E,M3,45,0,0,0,0,22,315,10
11,E,M3,47,0,0,0,0,14,235,5
12,E,M3,33,0,0,0,0,9,66,14
13,B,M1->M3,18,25,216,0,0,24,108,4
14,C,M2->M3,6,0,0,21,72,23,48,10
15,D,M1->M2,40,29,480,34,480,0,0,12
16,B,M1->M3,8,39,88,0,0,21,56,6
17,B,M1->M3,45,56,495,0,0,5,360,11
18,D,M1->M2,6,27,36,11,78,0,0,2
19,C,M2->M3,43,0,0,38,301,29,301,11
20,C,M2->M3,15,0,0,29,180,19,60,13
21,A,M1->M2->M3,41,44,369,37,451,24,328,10
22,A,M1->M2->M3,11,45,99,40,154,14,33,6
23,E,M3,23,0,0,0,0,23,115,6
24,E,M3,19,0,0,0,0,9,152,4
25,C,M2->M3,13,0,0,40,130,18,26,14
26,B,M1->M3,46,43,184,0,0,17,322,8
27,E,M3,27,0,0,0,0,16,135,11
28,A,M1->M2->M3,19,32,114,41,209,6,57,6
29,B,M1->M3,5,42,15,0,0,14,35,3
30,D,M1->M2,34,57,374,40,238,0,0,3
31,D,M1->M2,27,16,270,25,135,0,0,5
32,A,M1->M2->M3,41,16,410,41,615,28,287,5
33,A,M1->M2->M3,36,35,144,24,324,11,72,11
34,D,M1->M2,35,36,315,11,350,0,0,13
35,D,M1->M2,23,48,69,27,253,0,0,9
36,E,M3,25,0,0,0,0,8,75,5
37,C,M2->M3,38,0,0,41,456,7,76,7
38,B,M1->M3,47,34,235,0,0,12,141,10
39,C,M2->M3,35,0,0,17,245,22,245,8
40,D,M1->M2,22,19,66,14,330,0,0,7
41,C,M2->M3,7,0,0,25,63,10,42,14
42,C,M2->M3,16,0,0,44,208,8,128,9
43,B,M1->M3,38,43,380,0,0,6,152,14
44,A,M1->M2->M3,6,33,30,36,54,17,30,12
45,D,M1->M2,36,24,252,43,288,0,0,11
46,E,M3,42,0,0,0,0,23,252,13
47,E,M3,50,0,0,0,0,13,150,10
48,E,M3,14,0,0,0,0,28,112,5
49,C,M2->M3,7,0,0,40,77,21,42,12
50,E,M3,34,0,0,0,0,21,136,14
