OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,45,25,450,13,540,29,270,4
2,A,M1->M2->M3,32,49,320,14,352,29,128,12
3,D,M1->M2,50,56,550,15,450,0,0,5
4,A,M1->M2->M3,39,48,390,42,585,8,195,9
5,C,M2->M3,30,0,0,31,450,15,60,6
6,D,M1->M2,50,47,250,41,650,0,0,4
7,B,M1->M3,15,35,165,0,0,28,90,5
8,C,M2->M3,40,0,0,16,440,17,240,7
9,A,M1->M2->M3,47,35,188,28,423,29,376,4
10,A,M1->M2->M3,11,43,33,21,132,11,66,6
11,B,M1->M3,33,24,99,0,0,22,165,12
12,B,M1->M3,23,47,138,0,0,16,92,2
13,B,M1->M3,10,17,40,0,0,15,40,3
14,A,M1->M2->M3,19,27,228,45,171,26,152,2
15,C,M2->M3,14,0,0,13,98,22,28,11
16,B,M1->M3,22,57,264,0,0,27,66,2
17,B,M1->M3,28,34,196,0,0,28,168,14
18,C,M2->M3,32,0,0,19,448,14,192,13
19,E,M3,6,0,0,0,0,25,30,2
20,A,M1->M2->M3,28,38,140,45,140,6,196,2
21,B,M1->M3,8,36,72,0,0,30,16,8
22,B,M1->M3,28,29,252,0,0,17,112,3
23,E,M3,36,0,0,0,0,26,144,8
24,A,M1->M2->M3,36,55,396,21,540,5,108,8
25,D,M1->M2,33,22,198,37,165,0,0,12
26,B,M1->M3,25,45,250,0,0,13,175,9
27,E,M3,27,0,0,0,0,12,54,2
28,D,M1->M2,42,44,462,23,630,0,0,5
29,E,M3,24,0,0,0,0,18,144,9
30,D,M1->M2,43,55,473,40,645,0,0,3
31,E,M3,25,0,0,0,0,12,200,8
32,E,M3,28,0,0,0,0,12,196,3
33,D,M1->M2,37,18,185,44,370,0,0,5
34,E,M3,5,0,0,0,0,8,35,7
35,B,M1->M3,34,17,136,0,0,28,136,8
36,A,M1->M2->M3,42,20,420,17,336,10,252,13
37,E,M3,30,0,0,0,0,19,60,6
38,B,M1->M3,15,36,150,0,0,28,45,12
39,A,M1->M2->M3,20,29,60,15,260,26,100,14
40,A,M1->M2->M3,24,51,216,44,144,24,192,7
41,E,M3,12,0,0,0,0,10,24,10
42,D,M1->M2,11,49,77,45,165,0,0,7
43,C,M2->M3,29,0,0,20,145,10,203,14
44,D,M1->M2,37,28,296,14,185,0,0,13
45,D,M1->M2,47,52,282,41,329,0,0,12
46,B,M1->M3,6,30,30,0,0,28,48,11
47,A,M1->M2->M3,31,22,248,18,217,22,186,3
48,A,M1->M2->M3,10,36,40,44,50,11,50,14
49,A,M1->M2->M3,42,37,504,40,294,15,126,10
50,D,M1->M2,38,26,304,45,266,0,0,5
