OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,6,26,24,22,72,0,0,8
2,B,M1->M3,20,37,240,0,0,12,100,11
3,B,M1->M3,16,49,176,0,0,11,64,2
4,C,M2->M3,14,0,0,11,140,24,84,14
5,B,M1->M3,41,18,287,0,0,16,82,7
6,B,M1->M3,42,33,504,0,0,22,210,7
7,E,M3,32,0,0,0,0,28,64,7
8,C,M2->M3,14,0,0,17,70,21,56,6
9,E,M3,35,0,0,0,0,9,105,8
10,C,M2->M3,16,0,0,32,176,25,32,2
11,A,M1->M2->M3,32,49,128,35,448,25,192,4
12,E,M3,10,0,0,0,0,21,40,9
13,C,M2->M3,49,0,0,27,343,14,343,10
14,E,M3,33,0,0,0,0,9,165,8
15,E,M3,6,0,0,0,0,29,42,3
16,E,M3,42,0,0,0,0,29,294,9
17,A,M1->M2->M3,37,15,111,36,333,7,296,10
18,C,M2->M3,15,0,0,13,135,15,120,12
19,B,M1->M3,14,39,140,0,0,20,112,10
20,E,M3,23,0,0,0,0,25,161,5
21,A,M1->M2->M3,31,45,186,37,434,15,248,14
22,E,M3,8,0,0,0,0,27,40,2
23,D,M1->M2,14,16,70,28,84,0,0,4
24,A,M1->M2->M3,27,21,108,45,135,16,81,11
25,D,M1->M2,44,46,132,39,308,0,0,10
26,E,M3,39,0,0,0,0,14,156,8
27,A,M1->M2->M3,50,17,450,36,650,20,400,7
28,D,M1->M2,15,44,120,29,180,0,0,11
29,A,M1->M2->M3,45,42,360,45,315,7,360,5
30,B,M1->M3,9,33,72,0,0,7,63,14
31,B,M1->M3,15,21,180,0,0,21,105,4
32,E,M3,26,0,0,0,0,7,52,9
33,E,M3,22,0,0,0,0,29,110,9
34,C,M2->M3,36,0,0,10,396,30,108,7
35,E,M3,27,0,0,0,0,11,189,3
36,C,M2->M3,5,0,0,22,25,16,25,4
37,B,M1->M3,20,20,80,0,0,25,120,6
38,B,M1->M3,45,20,180,0,0,18,135,9
39,B,M1->M3,15,35,45,0,0,12,30,8
40,D,M1->M2,24,54,216,33,216,0,0,14
41,D,M1->M2,19,36,209,16,152,0,0,12
42,A,M1->M2->M3,41,21,410,43,328,7,287,6
43,E,M3,50,0,0,0,0,29,200,13
44,A,M1->M2->M3,13,33,91,45,78,24,104,12
45,C,M2->M3,49,0,0,16,490,19,343,7
46,C,M2->M3,31,0,0,11,155,7,186,13
47,B,M1->M3,43,25,129,0,0,19,344,2
48,B,M1->M3,39,42,351,0,0,16,78,8
49,C,M2->M3,45,0,0,32,675,19,270,7
50,C,M2->M3,36,0,0,20,360,8,216,14
