OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,32,36,256,43,416,0,0,7
2,E,M3,22,0,0,0,0,15,110,10
3,A,M1->M2->M3,17,59,170,22,119,27,34,10
4,D,M1->M2,5,35,55,31,50,0,0,2
5,A,M1->M2->M3,17,40,136,32,255,23,119,5
6,C,M2->M3,40,0,0,40,280,9,120,3
7,E,M3,18,0,0,0,0,29,90,3
8,B,M1->M3,26,15,78,0,0,27,182,13
9,C,M2->M3,31,0,0,25,372,25,217,14
10,D,M1->M2,7,34,56,37,105,0,0,11
11,D,M1->M2,30,24,180,19,180,0,0,2
12,E,M3,46,0,0,0,0,20,230,10
13,B,M1->M3,27,27,324,0,0,6,216,10
14,E,M3,27,0,0,0,0,27,81,8
15,D,M1->M2,43,39,258,14,344,0,0,10
16,B,M1->M3,6,52,30,0,0,30,24,2
17,E,M3,29,0,0,0,0,17,87,12
18,A,M1->M2->M3,18,57,126,17,90,30,126,12
19,B,M1->M3,41,41,287,0,0,22,123,14
20,C,M2->M3,34,0,0,36,306,19,272,10
21,B,M1->M3,49,39,294,0,0,18,392,4
22,A,M1->M2->M3,31,31,217,25,310,13,217,5
23,B,M1->M3,27,18,297,0,0,26,189,8
24,E,M3,14,0,0,0,0,6,28,12
25,A,M1->M2->M3,17,42,85,27,170,22,102,14
26,E,M3,18,0,0,0,0,18,72,4
27,A,M1->M2->M3,26,30,130,22,260,29,208,9
28,A,M1->M2->M3,32,33,352,35,224,30,160,14
29,D,M1->M2,15,45,60,21,150,0,0,2
30,D,M1->M2,9,31,90,24,108,0,0,14
31,D,M1->M2,24,42,96,42,240,0,0,3
32,D,M1->M2,26,22,156,28,182,0,0,9
33,E,M3,29,0,0,0,0,9,145,13
34,D,M1->M2,43,48,387,30,387,0,0,5
35,C,M2->M3,38,0,0,16,266,21,114,2
36,D,M1->M2,38,49,342,11,532,0,0,14
37,B,M1->M3,7,36,56,0,0,22,56,9
38,A,M1->M2->M3,10,17,50,27,50,23,30,7
39,D,M1->M2,28,46,252,19,420,0,0,5
40,A,M1->M2->M3,48,52,480,10,720,11,336,3
41,B,M1->M3,25,31,100,0,0,14,150,5
42,B,M1->M3,29,54,87,0,0,20,174,8
43,C,M2->M3,27,0,0,36,243,19,189,9
44,A,M1->M2->M3,7,22,42,41,70,27,42,8
45,E,M3,29,0,0,0,0,7,145,12
46,A,M1->M2->M3,31,41,341,30,434,7,248,10
47,A,M1->M2->M3,24,60,168,24,216,30,168,7
48,E,M3,14,0,0,0,0,5,84,5
49,C,M2->M3,7,0,0,20,77,22,49,6
50,A,M1->M2->M3,14,17,154,45,84,7,70,2
