OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,19,0,0,21,133,28,95,13
2,A,M1->M2->M3,46,57,322,43,414,26,276,2
3,A,M1->M2->M3,5,48,25,34,40,11,25,14
4,C,M2->M3,33,0,0,37,264,12,198,7
5,C,M2->M3,30,0,0,29,240,7,60,3
6,A,M1->M2->M3,18,20,90,27,198,30,90,3
7,A,M1->M2->M3,41,35,451,32,287,18,246,10
8,B,M1->M3,21,52,210,0,0,28,126,5
9,E,M3,42,0,0,0,0,29,210,14
10,C,M2->M3,21,0,0,34,252,11,168,4
11,A,M1->M2->M3,32,60,192,39,384,30,256,12
12,C,M2->M3,36,0,0,34,252,15,216,13
13,A,M1->M2->M3,20,58,240,20,260,16,80,4
14,E,M3,29,0,0,0,0,16,203,4
15,A,M1->M2->M3,18,20,198,29,144,12,144,8
16,C,M2->M3,32,0,0,18,256,23,64,8
17,D,M1->M2,21,26,147,10,273,0,0,3
18,D,M1->M2,10,18,120,25,140,0,0,6
19,A,M1->M2->M3,19,26,95,24,266,27,114,3
20,A,M1->M2->M3,27,48,135,20,216,19,81,4
21,C,M2->M3,28,0,0,12,392,10,168,4
22,E,M3,16,0,0,0,0,28,112,14
23,A,M1->M2->M3,10,18,90,26,140,22,60,4
24,C,M2->M3,36,0,0,23,360,28,108,2
25,A,M1->M2->M3,43,23,387,13,473,24,215,8
26,D,M1->M2,16,40,144,39,224,0,0,4
27,C,M2->M3,38,0,0,24,456,16,266,12
28,C,M2->M3,24,0,0,15,288,22,48,5
29,E,M3,16,0,0,0,0,8,128,7
30,E,M3,30,0,0,0,0,16,240,11
31,E,M3,9,0,0,0,0,27,18,9
32,B,M1->M3,23,29,115,0,0,20,69,12
33,D,M1->M2,42,23,210,37,630,0,0,11
34,C,M2->M3,39,0,0,10,546,29,117,3
35,D,M1->M2,46,39,506,38,552,0,0,14
36,A,M1->M2->M3,25,56,175,35,300,18,125,12
37,C,M2->M3,39,0,0,41,429,30,234,9
38,C,M2->M3,39,0,0,31,273,8,78,13
39,C,M2->M3,11,0,0,38,77,12,77,10
40,A,M1->M2->M3,6,38,18,35,30,12,18,9
41,A,M1->M2->M3,8,19,40,33,120,10,64,3
42,A,M1->M2->M3,29,25,319,37,261,25,174,11
43,C,M2->M3,11,0,0,27,110,18,55,7
44,C,M2->M3,18,0,0,44,198,29,144,2
45,D,M1->M2,16,26,128,22,144,0,0,3
46,D,M1->M2,22,34,176,33,220,0,0,9
47,A,M1->M2->M3,33,47,264,15,231,18,264,12
48,B,M1->M3,43,34,344,0,0,6,129,3
49,C,M2->M3,8,0,0,16,80,11,32,8
50,D,M1->M2,22,29,220,45,286,0,0,8
