OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,39,0,0,10,273,9,312,6
2,A,M1->M2->M3,33,53,264,37,363,6,99,7
3,D,M1->M2,40,53,320,12,400,0,0,3
4,D,M1->M2,48,54,192,27,240,0,0,14
5,D,M1->M2,16,38,160,39,176,0,0,10
6,A,M1->M2->M3,37,46,185,21,185,11,111,2
7,E,M3,15,0,0,0,0,29,30,2
8,C,M2->M3,11,0,0,24,154,23,22,4
9,A,M1->M2->M3,29,32,232,27,435,25,58,4
10,A,M1->M2->M3,34,23,272,19,408,16,170,6
11,D,M1->M2,5,49,15,28,65,0,0,11
12,E,M3,37,0,0,0,0,29,111,13
13,E,M3,29,0,0,0,0,7,203,6
14,D,M1->M2,37,16,259,12,296,0,0,9
15,A,M1->M2->M3,24,59,264,33,120,19,96,2
16,C,M2->M3,8,0,0,26,112,21,56,4
17,C,M2->M3,43,0,0,29,430,10,344,5
18,B,M1->M3,12,22,48,0,0,5,84,9
19,A,M1->M2->M3,49,50,196,31,245,24,294,2
20,C,M2->M3,9,0,0,44,135,17,36,2
21,B,M1->M3,43,55,344,0,0,16,215,5
22,C,M2->M3,49,0,0,15,539,15,147,6
23,B,M1->M3,36,21,216,0,0,24,144,8
24,B,M1->M3,36,28,180,0,0,23,180,10
25,C,M2->M3,9,0,0,31,99,14,27,12
26,E,M3,44,0,0,0,0,15,132,2
27,D,M1->M2,48,26,528,39,240,0,0,12
28,E,M3,28,0,0,0,0,11,196,2
29,C,M2->M3,12,0,0,27,72,8,60,11
30,D,M1->M2,48,47,240,37,240,0,0,9
31,B,M1->M3,40,45,360,0,0,24,160,9
32,E,M3,14,0,0,0,0,13,84,4
33,C,M2->M3,45,0,0,43,495,25,270,3
34,D,M1->M2,41,31,451,22,574,0,0,6
35,C,M2->M3,8,0,0,35,96,12,56,2
36,E,M3,21,0,0,0,0,24,147,3
37,A,M1->M2->M3,46,26,322,33,276,6,92,10
38,C,M2->M3,20,0,0,10,160,11,100,12
39,C,M2->M3,17,0,0,36,221,22,68,6
40,E,M3,46,0,0,0,0,27,184,12
41,E,M3,27,0,0,0,0,13,135,13
42,A,M1->M2->M3,16,50,112,15,112,20,64,5
43,E,M3,47,0,0,0,0,11,235,14
44,C,M2->M3,21,0,0,14,126,20,126,2
45,D,M1->M2,25,58,75,26,250,0,0,9
46,D,M1->M2,16,54,144,18,128,0,0,13
47,A,M1->M2->M3,31,40,248,23,155,30,248,13
48,C,M2->M3,44,0,0,39,528,18,132,12
49,E,M3,33,0,0,0,0,19,132,8
50,B,M1->M3,22,59,66,0,0,14,154,9
