OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,6,49,72,44,84,17,36,6
2,C,M2->M3,14,0,0,14,98,16,28,2
3,D,M1->M2,8,46,96,13,120,0,0,12
4,C,M2->M3,50,0,0,29,650,12,100,13
5,D,M1->M2,28,27,336,16,280,0,0,10
6,A,M1->M2->M3,35,44,175,39,455,18,210,9
7,E,M3,18,0,0,0,0,6,108,2
8,B,M1->M3,10,40,40,0,0,17,80,10
9,A,M1->M2->M3,49,20,343,45,490,26,392,4
10,B,M1->M3,18,41,126,0,0,15,90,4
11,C,M2->M3,21,0,0,25,168,7,63,8
12,E,M3,40,0,0,0,0,11,240,4
13,D,M1->M2,47,38,470,22,423,0,0,7
14,D,M1->M2,34,19,102,12,442,0,0,5
15,B,M1->M3,8,56,64,0,0,15,64,3
16,B,M1->M3,6,38,60,0,0,6,42,9
17,B,M1->M3,48,17,144,0,0,19,192,4
18,B,M1->M3,16,27,64,0,0,24,64,8
19,A,M1->M2->M3,31,38,93,31,217,7,217,10
20,E,M3,48,0,0,0,0,24,96,5
21,A,M1->M2->M3,37,55,111,26,407,19,222,9
22,B,M1->M3,31,34,124,0,0,24,124,12
23,B,M1->M3,32,54,384,0,0,12,224,10
24,B,M1->M3,35,37,420,0,0,22,105,10
25,C,M2->M3,14,0,0,20,70,24,28,2
26,D,M1->M2,16,43,128,38,192,0,0,10
27,B,M1->M3,18,60,126,0,0,13,108,3
28,B,M1->M3,29,16,290,0,0,17,232,12
29,D,M1->M2,7,59,56,12,98,0,0,2
30,A,M1->M2->M3,17,21,68,17,204,5,119,2
31,D,M1->M2,12,45,108,44,180,0,0,7
32,C,M2->M3,35,0,0,22,280,30,175,9
33,A,M1->M2->M3,38,54,456,13,494,28,190,7
34,A,M1->M2->M3,21,41,252,36,168,22,147,12
35,A,M1->M2->M3,47,23,329,14,423,8,141,5
36,C,M2->M3,34,0,0,18,170,15,102,10
37,A,M1->M2->M3,28,29,112,11,280,22,196,3
38,B,M1->M3,28,41,168,0,0,11,224,3
39,C,M2->M3,7,0,0,12,42,14,49,11
40,E,M3,10,0,0,0,0,25,20,14
41,C,M2->M3,31,0,0,22,310,26,186,13
42,D,M1->M2,20,23,120,30,140,0,0,7
43,E,M3,21,0,0,0,0,5,84,5
44,E,M3,10,0,0,0,0,17,30,2
45,B,M1->M3,36,53,180,0,0,15,72,8
46,A,M1->M2->M3,30,55,150,20,150,29,120,10
47,B,M1->M3,49,60,343,0,0,29,392,4
48,A,M1->M2->M3,34,28,238,33,340,26,136,14
49,B,M1->M3,5,40,15,0,0,30,35,12
50,A,M1->M2->M3,41,52,492,22,328,18,82,10
