OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,25,0,0,0,0,28,100,13
2,A,M1->M2->M3,20,42,240,30,180,6,80,2
3,C,M2->M3,40,0,0,36,600,11,80,11
4,A,M1->M2->M3,35,45,280,39,490,30,175,4
5,D,M1->M2,43,50,344,15,559,0,0,12
6,E,M3,44,0,0,0,0,8,176,13
7,A,M1->M2->M3,32,34,96,45,480,25,128,7
8,C,M2->M3,48,0,0,19,432,17,384,5
9,A,M1->M2->M3,28,40,168,30,224,5,84,8
10,E,M3,37,0,0,0,0,30,296,8
11,D,M1->M2,26,54,182,18,338,0,0,10
12,A,M1->M2->M3,30,16,210,18,330,10,180,4
13,E,M3,46,0,0,0,0,13,276,8
14,D,M1->M2,45,22,315,29,360,0,0,12
15,A,M1->M2->M3,25,60,200,14,225,7,175,4
16,A,M1->M2->M3,16,28,48,20,176,21,96,4
17,D,M1->M2,23,40,161,41,322,0,0,12
18,E,M3,49,0,0,0,0,22,343,3
19,A,M1->M2->M3,25,37,175,44,300,8,175,6
20,D,M1->M2,37,46,370,19,259,0,0,13
21,B,M1->M3,15,36,165,0,0,24,105,3
22,D,M1->M2,5,33,40,35,50,0,0,6
23,E,M3,20,0,0,0,0,26,80,5
24,B,M1->M3,27,56,108,0,0,10,81,6
25,E,M3,18,0,0,0,0,25,108,14
26,E,M3,28,0,0,0,0,5,196,6
27,E,M3,43,0,0,0,0,12,172,6
28,C,M2->M3,15,0,0,43,210,16,120,10
29,E,M3,22,0,0,0,0,26,110,12
30,C,M2->M3,7,0,0,43,98,13,42,11
31,D,M1->M2,42,45,336,44,546,0,0,3
32,D,M1->M2,49,57,245,39,245,0,0,9
33,A,M1->M2->M3,38,30,342,41,380,23,304,4
34,C,M2->M3,30,0,0,38,450,28,60,12
35,E,M3,5,0,0,0,0,22,10,4
36,C,M2->M3,20,0,0,24,220,10,60,10
37,B,M1->M3,36,18,396,0,0,28,144,4
38,C,M2->M3,50,0,0,36,400,11,350,8
39,D,M1->M2,38,28,456,25,418,0,0,9
40,A,M1->M2->M3,47,17,423,41,235,28,141,11
41,A,M1->M2->M3,13,23,104,36,65,25,26,9
42,C,M2->M3,48,0,0,45,672,17,144,7
43,A,M1->M2->M3,33,17,231,16,165,11,264,6
44,E,M3,30,0,0,0,0,23,120,10
45,B,M1->M3,50,40,500,0,0,14,300,2
46,E,M3,37,0,0,0,0,20,185,6
47,E,M3,14,0,0,0,0,5,28,10
48,D,M1->M2,6,50,18,30,36,0,0,11
49,A,M1->M2->M3,44,15,352,43,352,26,176,13
50,E,M3,45,0,0,0,0,19,90,11
