OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,27,0,0,0,0,22,81,4
2,A,M1->M2->M3,50,45,550,45,650,7,250,9
3,B,M1->M3,45,60,225,0,0,23,180,6
4,A,M1->M2->M3,33,37,165,31,330,12,132,14
5,B,M1->M3,8,41,80,0,0,25,32,11
6,D,M1->M2,7,45,35,11,84,0,0,9
7,B,M1->M3,15,43,105,0,0,28,90,4
8,B,M1->M3,47,60,282,0,0,13,94,2
9,B,M1->M3,9,34,63,0,0,18,27,12
10,E,M3,15,0,0,0,0,5,75,5
11,D,M1->M2,28,58,140,39,280,0,0,11
12,B,M1->M3,13,15,104,0,0,18,52,4
13,E,M3,5,0,0,0,0,5,20,6
14,A,M1->M2->M3,10,43,30,32,70,27,50,5
15,C,M2->M3,12,0,0,22,180,20,60,13
16,B,M1->M3,30,48,240,0,0,6,90,12
17,A,M1->M2->M3,30,20,240,37,420,24,180,7
18,B,M1->M3,15,21,45,0,0,17,120,3
19,D,M1->M2,50,60,500,44,350,0,0,7
20,E,M3,8,0,0,0,0,20,56,8
21,D,M1->M2,27,49,81,44,162,0,0,4
22,A,M1->M2->M3,20,51,160,35,160,23,40,13
23,C,M2->M3,19,0,0,19,133,30,38,5
24,E,M3,30,0,0,0,0,22,60,4
25,E,M3,12,0,0,0,0,18,60,3
26,C,M2->M3,50,0,0,33,750,18,200,3
27,B,M1->M3,42,53,462,0,0,16,210,10
28,A,M1->M2->M3,37,21,407,41,518,9,259,12
29,E,M3,18,0,0,0,0,6,54,4
30,E,M3,44,0,0,0,0,30,264,13
31,B,M1->M3,11,20,121,0,0,21,22,4
32,D,M1->M2,23,45,92,19,345,0,0,3
33,E,M3,14,0,0,0,0,21,98,9
34,D,M1->M2,39,21,273,16,312,0,0,9
35,D,M1->M2,41,54,369,32,574,0,0,14
36,A,M1->M2->M3,32,25,384,40,224,28,96,9
37,B,M1->M3,23,27,207,0,0,8,92,8
38,C,M2->M3,9,0,0,34,63,19,36,8
39,E,M3,48,0,0,0,0,25,96,3
40,E,M3,6,0,0,0,0,10,48,4
41,B,M1->M3,41,16,369,0,0,5,246,2
42,C,M2->M3,26,0,0,13,156,27,130,7
43,A,M1->M2->M3,27,20,135,26,405,9,135,8
44,E,M3,50,0,0,0,0,21,400,13
45,C,M2->M3,14,0,0,12,182,17,28,3
46,D,M1->M2,25,58,200,36,375,0,0,5
47,B,M1->M3,23,37,138,0,0,29,115,4
48,E,M3,42,0,0,0,0,24,84,6
49,A,M1->M2->M3,23,33,276,10,230,26,138,14
50,C,M2->M3,40,0,0,45,240,13,240,9
