OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,43,42,430,39,258,0,0,12
2,A,M1->M2->M3,22,26,198,30,286,19,132,3
3,C,M2->M3,47,0,0,40,564,8,235,6
4,B,M1->M3,35,44,140,0,0,27,245,2
5,D,M1->M2,23,34,69,43,299,0,0,11
6,D,M1->M2,13,16,39,31,143,0,0,2
7,B,M1->M3,49,59,147,0,0,18,196,14
8,E,M3,30,0,0,0,0,15,240,3
9,A,M1->M2->M3,47,48,470,35,705,28,141,2
10,C,M2->M3,6,0,0,29,84,18,18,13
11,E,M3,43,0,0,0,0,26,172,12
12,C,M2->M3,40,0,0,11,400,21,160,4
13,B,M1->M3,34,19,374,0,0,18,272,9
14,D,M1->M2,21,23,252,37,294,0,0,14
15,B,M1->M3,17,46,102,0,0,23,51,14
16,C,M2->M3,22,0,0,12,198,15,44,7
17,B,M1->M3,39,43,312,0,0,30,78,5
18,D,M1->M2,40,20,160,29,440,0,0,3
19,A,M1->M2->M3,48,35,480,14,672,12,288,8
20,E,M3,19,0,0,0,0,5,133,4
21,D,M1->M2,22,34,110,15,198,0,0,12
22,E,M3,36,0,0,0,0,22,288,6
23,A,M1->M2->M3,8,39,32,44,64,5,32,11
24,E,M3,35,0,0,0,0,14,105,12
25,B,M1->M3,47,52,329,0,0,19,235,7
26,D,M1->M2,6,56,36,10,48,0,0,13
27,E,M3,49,0,0,0,0,16,196,4
28,A,M1->M2->M3,31,42,310,34,248,18,124,3
29,B,M1->M3,6,30,60,0,0,6,30,11
30,C,M2->M3,8,0,0,41,104,28,16,12
31,C,M2->M3,28,0,0,38,280,28,56,11
32,A,M1->M2->M3,17,45,204,28,170,12,68,5
33,B,M1->M3,27,23,135,0,0,22,162,2
34,A,M1->M2->M3,27,51,324,41,216,11,108,9
35,E,M3,35,0,0,0,0,30,210,12
36,E,M3,33,0,0,0,0,20,264,9
37,A,M1->M2->M3,43,37,301,22,559,18,301,12
38,C,M2->M3,17,0,0,30,187,27,102,2
39,E,M3,14,0,0,0,0,11,112,14
40,E,M3,5,0,0,0,0,26,15,9
41,D,M1->M2,16,18,48,41,112,0,0,13
42,D,M1->M2,34,59,136,16,374,0,0,10
43,C,M2->M3,25,0,0,41,350,6,200,6
44,A,M1->M2->M3,20,57,160,17,200,6,140,12
45,C,M2->M3,42,0,0,35,462,10,294,8
46,A,M1->M2->M3,7,37,56,18,91,15,21,14
47,E,M3,5,0,0,0,0,7,25,12
48,B,M1->M3,41,54,205,0,0,17,205,5
49,C,M2->M3,50,0,0,26,300,22,400,7
50,B,M1->M3,8,26,24,0,0,22,32,14
