OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,21,32,210,41,168,9,105,12
2,E,M3,19,0,0,0,0,17,152,14
3,B,M1->M3,40,35,480,0,0,14,160,12
4,C,M2->M3,15,0,0,18,165,5,45,8
5,D,M1->M2,21,34,84,19,105,0,0,7
6,C,M2->M3,26,0,0,14,364,10,78,4
7,B,M1->M3,35,37,315,0,0,6,210,14
8,B,M1->M3,40,24,360,0,0,23,80,2
9,C,M2->M3,27,0,0,26,243,22,162,9
10,D,M1->M2,16,57,96,40,112,0,0,12
11,E,M3,26,0,0,0,0,20,78,6
12,B,M1->M3,48,46,576,0,0,6,288,14
13,A,M1->M2->M3,43,46,215,26,473,25,86,4
14,B,M1->M3,38,38,342,0,0,15,190,9
15,A,M1->M2->M3,43,51,258,32,387,6,301,8
16,E,M3,49,0,0,0,0,11,392,6
17,A,M1->M2->M3,48,41,480,39,576,6,240,13
18,D,M1->M2,36,24,288,11,288,0,0,11
19,D,M1->M2,20,53,100,42,100,0,0,13
20,E,M3,22,0,0,0,0,15,110,12
21,B,M1->M3,16,22,176,0,0,30,80,9
22,C,M2->M3,22,0,0,14,220,26,176,6
23,E,M3,9,0,0,0,0,19,54,5
24,B,M1->M3,41,41,492,0,0,30,246,14
25,C,M2->M3,47,0,0,35,376,14,282,2
26,D,M1->M2,15,53,90,34,165,0,0,5
27,C,M2->M3,41,0,0,21,205,28,328,3
28,E,M3,6,0,0,0,0,17,30,8
29,E,M3,16,0,0,0,0,9,96,3
30,A,M1->M2->M3,37,43,148,13,185,26,185,8
31,E,M3,36,0,0,0,0,21,180,8
32,B,M1->M3,27,15,162,0,0,22,54,10
33,A,M1->M2->M3,50,28,250,24,700,15,100,13
34,E,M3,26,0,0,0,0,30,52,10
35,B,M1->M3,48,34,528,0,0,23,336,8
36,C,M2->M3,50,0,0,41,500,23,300,7
37,A,M1->M2->M3,49,27,441,37,245,24,196,3
38,D,M1->M2,28,39,308,38,252,0,0,12
39,C,M2->M3,50,0,0,17,350,23,100,10
40,D,M1->M2,42,28,378,39,336,0,0,3
41,A,M1->M2->M3,43,22,473,39,602,17,301,10
42,C,M2->M3,47,0,0,33,564,23,235,2
43,B,M1->M3,7,54,49,0,0,19,28,9
44,B,M1->M3,20,21,200,0,0,25,100,6
45,E,M3,37,0,0,0,0,30,111,7
46,E,M3,47,0,0,0,0,29,94,8
47,C,M2->M3,6,0,0,42,36,29,36,14
48,E,M3,6,0,0,0,0,22,36,3
49,A,M1->M2->M3,14,27,154,26,98,17,56,7
50,C,M2->M3,6,0,0,23,84,27,48,5
