OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,17,59,51,15,119,15,68,13
2,A,M1->M2->M3,16,20,144,15,192,24,80,11
3,A,M1->M2->M3,24,52,264,21,336,19,96,12
4,B,M1->M3,20,60,100,0,0,15,140,12
5,D,M1->M2,39,36,234,22,429,0,0,4
6,D,M1->M2,8,38,24,22,56,0,0,9
7,D,M1->M2,26,22,234,45,130,0,0,11
8,C,M2->M3,23,0,0,41,184,9,184,9
9,E,M3,50,0,0,0,0,9,150,10
10,E,M3,36,0,0,0,0,16,144,7
11,A,M1->M2->M3,14,17,140,23,84,27,28,13
12,B,M1->M3,6,48,18,0,0,22,24,10
13,E,M3,40,0,0,0,0,20,200,6
14,E,M3,21,0,0,0,0,10,168,8
15,E,M3,19,0,0,0,0,8,95,10
16,B,M1->M3,42,55,210,0,0,15,84,10
17,C,M2->M3,7,0,0,33,91,30,28,6
18,A,M1->M2->M3,33,52,363,29,198,9,264,7
19,B,M1->M3,13,24,52,0,0,29,65,2
20,B,M1->M3,26,36,208,0,0,16,130,10
21,A,M1->M2->M3,11,18,132,41,132,10,22,12
22,B,M1->M3,44,26,484,0,0,23,132,13
23,B,M1->M3,31,15,93,0,0,29,248,6
24,B,M1->M3,19,51,114,0,0,22,152,13
25,B,M1->M3,9,29,108,0,0,22,18,7
26,D,M1->M2,15,54,120,43,75,0,0,8
27,A,M1->M2->M3,36,54,360,15,540,13,72,3
28,C,M2->M3,23,0,0,42,276,16,46,7
29,B,M1->M3,45,23,270,0,0,24,315,14
30,D,M1->M2,50,24,600,13,650,0,0,3
31,D,M1->M2,8,29,88,13,48,0,0,2
32,A,M1->M2->M3,49,27,588,45,392,25,343,6
33,D,M1->M2,15,40,105,28,120,0,0,8
34,C,M2->M3,49,0,0,28,686,28,343,12
35,C,M2->M3,47,0,0,17,517,27,329,9
36,E,M3,13,0,0,0,0,23,65,13
37,D,M1->M2,33,51,363,37,330,0,0,11
38,E,M3,29,0,0,0,0,23,116,8
39,D,M1->M2,14,35,70,27,70,0,0,12
40,B,M1->M3,38,27,190,0,0,19,114,14
41,A,M1->M2->M3,23,29,253,19,115,10,138,9
42,D,M1->M2,48,21,480,33,432,0,0,2
43,C,M2->M3,8,0,0,13,64,25,16,3
44,A,M1->M2->M3,33,55,330,18,264,17,264,11
45,E,M3,21,0,0,0,0,6,84,6
46,E,M3,21,0,0,0,0,20,84,12
47,B,M1->M3,24,19,288,0,0,9,72,10
48,A,M1->M2->M3,44,45,264,15,264,19,88,2
49,A,M1->M2->M3,17,54,102,29,153,23,119,7
50,C,M2->M3,24,0,0,17,192,25,72,5
