OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,14,0,0,0,0,28,98,4
2,D,M1->M2,40,51,320,32,520,0,0,7
3,B,M1->M3,11,53,44,0,0,27,44,9
4,C,M2->M3,5,0,0,25,35,10,25,13
5,B,M1->M3,18,27,198,0,0,21,126,2
6,E,M3,36,0,0,0,0,25,216,10
7,B,M1->M3,11,20,33,0,0,19,22,4
8,D,M1->M2,13,19,117,45,195,0,0,13
9,C,M2->M3,42,0,0,38,630,14,210,7
10,D,M1->M2,6,49,60,37,30,0,0,14
11,B,M1->M3,47,55,517,0,0,18,329,3
12,C,M2->M3,19,0,0,18,209,11,57,13
13,E,M3,7,0,0,0,0,13,35,13
14,C,M2->M3,38,0,0,15,570,5,152,9
15,B,M1->M3,37,57,407,0,0,22,296,4
16,B,M1->M3,32,53,384,0,0,20,256,14
17,B,M1->M3,38,39,114,0,0,6,190,9
18,B,M1->M3,36,36,216,0,0,13,144,5
19,C,M2->M3,10,0,0,28,110,5,60,2
20,A,M1->M2->M3,24,41,72,28,192,21,48,10
21,D,M1->M2,7,58,49,29,77,0,0,9
22,C,M2->M3,23,0,0,29,322,29,115,12
23,E,M3,23,0,0,0,0,30,46,9
24,E,M3,9,0,0,0,0,9,18,14
25,E,M3,19,0,0,0,0,29,152,5
26,A,M1->M2->M3,24,39,240,12,168,23,48,4
27,D,M1->M2,14,60,56,45,70,0,0,11
28,A,M1->M2->M3,36,24,144,36,180,30,144,12
29,B,M1->M3,16,16,176,0,0,29,128,11
30,D,M1->M2,44,54,308,31,660,0,0,4
31,D,M1->M2,15,46,150,34,165,0,0,14
32,E,M3,8,0,0,0,0,18,56,5
33,A,M1->M2->M3,39,26,234,26,585,27,78,2
34,E,M3,16,0,0,0,0,13,96,13
35,A,M1->M2->M3,28,52,84,21,392,30,112,7
36,B,M1->M3,31,39,217,0,0,22,124,8
37,D,M1->M2,14,25,56,32,70,0,0,3
38,D,M1->M2,45,38,540,33,540,0,0,7
39,D,M1->M2,15,15,135,45,210,0,0,3
40,B,M1->M3,27,15,297,0,0,25,189,12
41,E,M3,33,0,0,0,0,20,99,2
42,A,M1->M2->M3,40,19,120,26,480,8,120,11
43,D,M1->M2,46,15,230,16,506,0,0,11
44,D,M1->M2,17,55,119,25,153,0,0,9
45,C,M2->M3,19,0,0,16,133,8,114,6
46,B,M1->M3,27,34,216,0,0,25,162,12
47,C,M2->M3,5,0,0,30,30,22,40,4
48,A,M1->M2->M3,27,44,108,44,189,19,108,10
49,D,M1->M2,8,60,80,12,72,0,0,8
50,A,M1->M2->M3,28,34,140,18,252,27,196,12
