OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,22,0,0,0,0,28,176,11
2,C,M2->M3,15,0,0,14,75,29,90,7
3,B,M1->M3,42,44,420,0,0,30,336,3
4,A,M1->M2->M3,38,36,342,39,342,27,228,6
5,A,M1->M2->M3,26,16,156,15,182,28,52,7
6,A,M1->M2->M3,10,52,40,32,90,13,40,8
7,B,M1->M3,22,29,176,0,0,16,154,13
8,A,M1->M2->M3,15,23,90,19,210,13,90,8
9,A,M1->M2->M3,28,60,252,30,336,19,168,8
10,D,M1->M2,5,54,40,20,75,0,0,7
11,A,M1->M2->M3,32,35,384,15,352,24,224,5
12,C,M2->M3,45,0,0,38,450,10,180,5
13,C,M2->M3,26,0,0,25,390,14,104,6
14,C,M2->M3,40,0,0,24,200,17,280,5
15,B,M1->M3,50,36,450,0,0,28,400,7
16,E,M3,7,0,0,0,0,20,42,4
17,C,M2->M3,14,0,0,11,84,29,84,9
18,D,M1->M2,10,43,90,18,140,0,0,7
19,A,M1->M2->M3,19,47,209,20,266,8,76,2
20,E,M3,33,0,0,0,0,14,99,2
21,B,M1->M3,11,28,44,0,0,6,55,13
22,C,M2->M3,9,0,0,26,99,9,72,10
23,D,M1->M2,40,38,480,19,320,0,0,10
24,E,M3,17,0,0,0,0,17,51,2
25,C,M2->M3,5,0,0,23,40,13,15,12
26,A,M1->M2->M3,34,17,340,25,408,12,204,3
27,B,M1->M3,33,35,264,0,0,17,99,2
28,E,M3,16,0,0,0,0,17,48,5
29,E,M3,10,0,0,0,0,10,40,9
30,C,M2->M3,17,0,0,19,136,14,119,12
31,B,M1->M3,24,33,264,0,0,14,168,6
32,E,M3,40,0,0,0,0,24,120,14
33,C,M2->M3,31,0,0,29,248,6,62,3
34,A,M1->M2->M3,48,40,336,36,240,28,240,6
35,C,M2->M3,30,0,0,17,330,27,60,12
36,E,M3,49,0,0,0,0,9,245,6
37,B,M1->M3,42,33,420,0,0,15,336,5
38,C,M2->M3,37,0,0,33,407,20,296,13
39,D,M1->M2,16,52,112,27,80,0,0,13
40,E,M3,33,0,0,0,0,10,165,6
41,B,M1->M3,9,35,99,0,0,17,36,8
42,C,M2->M3,28,0,0,20,364,27,84,11
43,B,M1->M3,50,32,500,0,0,18,300,8
44,C,M2->M3,17,0,0,23,136,13,119,14
45,C,M2->M3,15,0,0,44,210,30,105,11
46,A,M1->M2->M3,28,38,280,36,224,20,140,4
47,D,M1->M2,44,37,308,21,616,0,0,9
48,B,M1->M3,18,41,108,0,0,9,144,7
49,B,M1->M3,47,44,235,0,0,22,188,3
50,E,M3,50,0,0,0,0,22,150,4
