OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,36,31,252,15,396,0,0,3
2,E,M3,38,0,0,0,0,18,266,8
3,C,M2->M3,24,0,0,38,312,26,72,6
4,A,M1->M2->M3,33,60,198,38,297,17,231,8
5,B,M1->M3,36,55,324,0,0,22,72,14
6,B,M1->M3,50,46,600,0,0,6,150,3
7,C,M2->M3,6,0,0,37,78,25,24,2
8,E,M3,40,0,0,0,0,25,200,3
9,A,M1->M2->M3,19,37,228,21,285,27,57,2
10,C,M2->M3,48,0,0,29,480,25,240,10
11,D,M1->M2,46,39,322,17,598,0,0,11
12,B,M1->M3,30,17,300,0,0,28,120,5
13,E,M3,44,0,0,0,0,23,352,2
14,D,M1->M2,25,36,275,11,125,0,0,12
15,B,M1->M3,36,27,396,0,0,13,288,11
16,E,M3,45,0,0,0,0,6,90,4
17,A,M1->M2->M3,28,17,140,14,224,18,196,3
18,C,M2->M3,13,0,0,40,156,10,39,12
19,C,M2->M3,43,0,0,40,387,15,301,9
20,E,M3,35,0,0,0,0,12,140,6
21,D,M1->M2,9,19,72,38,63,0,0,10
22,B,M1->M3,50,17,300,0,0,15,400,12
23,B,M1->M3,20,34,120,0,0,27,100,10
24,C,M2->M3,19,0,0,21,228,15,152,4
25,E,M3,8,0,0,0,0,29,24,9
26,A,M1->M2->M3,15,37,150,33,150,21,30,14
27,A,M1->M2->M3,33,47,99,40,396,30,165,14
28,A,M1->M2->M3,5,43,25,36,25,16,30,12
29,A,M1->M2->M3,6,37,18,20,42,26,24,13
30,C,M2->M3,39,0,0,35,351,18,273,10
31,A,M1->M2->M3,41,51,410,29,410,9,123,11
32,B,M1->M3,15,48,45,0,0,10,60,14
33,C,M2->M3,9,0,0,18,117,28,36,12
34,D,M1->M2,28,47,196,18,392,0,0,4
35,E,M3,34,0,0,0,0,9,238,9
36,C,M2->M3,20,0,0,30,160,22,140,3
37,E,M3,33,0,0,0,0,28,165,10
38,E,M3,32,0,0,0,0,21,256,8
39,B,M1->M3,44,30,484,0,0,18,88,2
40,D,M1->M2,17,25,204,29,255,0,0,2
41,D,M1->M2,10,51,60,37,60,0,0,12
42,C,M2->M3,19,0,0,25,133,14,76,7
43,D,M1->M2,44,54,396,39,572,0,0,6
44,C,M2->M3,31,0,0,11,434,28,124,2
45,D,M1->M2,40,40,160,16,320,0,0,7
46,C,M2->M3,43,0,0,32,602,7,215,7
47,C,M2->M3,26,0,0,10,234,14,78,3
48,A,M1->M2->M3,41,42,492,17,533,6,205,9
49,B,M1->M3,32,45,96,0,0,22,64,7
50,A,M1->M2->M3,21,29,126,45,315,8,42,7
