OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,17,49,204,44,102,0,0,7
2,B,M1->M3,18,58,72,0,0,9,108,5
3,B,M1->M3,35,57,420,0,0,17,105,12
4,D,M1->M2,17,45,187,27,204,0,0,4
5,C,M2->M3,44,0,0,17,396,12,176,11
6,B,M1->M3,49,46,343,0,0,16,343,6
7,A,M1->M2->M3,14,24,42,37,154,29,112,6
8,A,M1->M2->M3,39,36,273,39,273,6,195,4
9,E,M3,10,0,0,0,0,18,30,13
10,B,M1->M3,34,28,204,0,0,11,170,10
11,C,M2->M3,24,0,0,32,264,28,144,9
12,A,M1->M2->M3,50,47,500,44,600,7,200,14
13,C,M2->M3,33,0,0,32,198,24,198,14
14,D,M1->M2,17,53,153,41,85,0,0,11
15,B,M1->M3,26,16,234,0,0,22,104,6
16,E,M3,10,0,0,0,0,30,20,7
17,C,M2->M3,39,0,0,18,390,19,78,5
18,A,M1->M2->M3,42,44,336,12,252,6,336,8
19,A,M1->M2->M3,46,43,506,25,322,22,184,10
20,C,M2->M3,13,0,0,14,130,26,52,4
21,A,M1->M2->M3,16,28,112,44,80,8,80,13
22,E,M3,27,0,0,0,0,16,162,3
23,A,M1->M2->M3,27,26,162,26,135,28,108,3
24,B,M1->M3,11,39,110,0,0,14,33,5
25,C,M2->M3,10,0,0,24,50,15,20,5
26,B,M1->M3,15,54,75,0,0,5,105,4
27,A,M1->M2->M3,25,38,75,18,200,23,100,14
28,D,M1->M2,8,41,72,25,56,0,0,9
29,A,M1->M2->M3,22,42,132,26,154,17,44,9
30,C,M2->M3,32,0,0,38,224,7,64,6
31,A,M1->M2->M3,7,47,77,21,56,29,56,5
32,B,M1->M3,50,45,450,0,0,27,150,5
33,B,M1->M3,40,56,120,0,0,30,280,13
34,C,M2->M3,50,0,0,14,400,23,150,12
35,E,M3,26,0,0,0,0,10,182,9
36,D,M1->M2,30,35,330,23,450,0,0,6
37,E,M3,43,0,0,0,0,22,215,6
38,E,M3,30,0,0,0,0,11,210,3
39,D,M1->M2,5,45,30,20,75,0,0,4
40,A,M1->M2->M3,31,46,217,37,217,22,217,2
41,D,M1->M2,39,52,156,23,585,0,0,14
42,D,M1->M2,42,37,294,20,630,0,0,10
43,A,M1->M2->M3,26,50,130,17,286,25,104,10
44,A,M1->M2->M3,14,27,168,20,168,15,112,3
45,B,M1->M3,18,19,162,0,0,6,90,5
46,E,M3,30,0,0,0,0,30,210,10
47,D,M1->M2,26,43,260,41,156,0,0,5
48,E,M3,41,0,0,0,0,25,205,11
49,A,M1->M2->M3,9,56,27,31,108,8,36,7
50,C,M2->M3,14,0,0,25,154,20,42,14
