OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,14,29,56,0,0,29,56,2
2,E,M3,22,0,0,0,0,16,88,12
3,D,M1->M2,30,36,360,40,300,0,0,3
4,E,M3,47,0,0,0,0,23,282,11
5,C,M2->M3,27,0,0,37,162,20,54,9
6,B,M1->M3,12,53,36,0,0,28,60,11
7,E,M3,47,0,0,0,0,13,188,13
8,D,M1->M2,37,40,444,38,259,0,0,12
9,A,M1->M2->M3,6,31,66,15,48,20,12,7
10,B,M1->M3,41,50,369,0,0,28,123,4
11,B,M1->M3,46,25,368,0,0,26,184,12
12,D,M1->M2,27,21,162,12,324,0,0,11
13,A,M1->M2->M3,40,59,360,38,520,16,320,4
14,E,M3,34,0,0,0,0,8,170,5
15,E,M3,18,0,0,0,0,7,144,13
16,D,M1->M2,38,59,418,15,456,0,0,5
17,E,M3,7,0,0,0,0,13,35,9
18,E,M3,50,0,0,0,0,21,200,12
19,B,M1->M3,24,38,240,0,0,8,192,6
20,C,M2->M3,5,0,0,10,70,9,40,3
21,D,M1->M2,37,35,333,32,444,0,0,3
22,D,M1->M2,21,19,168,10,147,0,0,13
23,B,M1->M3,45,57,450,0,0,23,135,12
24,C,M2->M3,5,0,0,42,75,23,40,13
25,D,M1->M2,31,44,217,45,217,0,0,2
26,B,M1->M3,10,15,70,0,0,24,50,7
27,B,M1->M3,11,20,66,0,0,11,88,2
28,B,M1->M3,31,42,279,0,0,13,62,9
29,A,M1->M2->M3,25,43,225,20,200,9,50,7
30,B,M1->M3,19,23,57,0,0,7,38,3
31,C,M2->M3,39,0,0,42,234,27,234,7
32,D,M1->M2,5,55,20,31,60,0,0,14
33,B,M1->M3,16,40,80,0,0,22,32,8
34,E,M3,43,0,0,0,0,26,172,5
35,E,M3,12,0,0,0,0,14,96,14
36,E,M3,31,0,0,0,0,26,155,14
37,E,M3,6,0,0,0,0,15,36,5
38,C,M2->M3,5,0,0,28,30,12,10,2
39,A,M1->M2->M3,45,42,180,14,540,29,90,5
40,A,M1->M2->M3,44,46,220,20,308,24,132,11
41,D,M1->M2,23,23,230,31,299,0,0,12
42,D,M1->M2,6,51,24,31,78,0,0,9
43,A,M1->M2->M3,26,39,156,27,286,24,104,11
44,E,M3,15,0,0,0,0,7,30,14
45,A,M1->M2->M3,27,22,135,33,189,30,108,12
46,C,M2->M3,28,0,0,32,392,30,112,2
47,A,M1->M2->M3,44,40,264,11,616,16,352,2
48,D,M1->M2,10,47,50,28,130,0,0,4
49,B,M1->M3,8,40,48,0,0,5,56,3
50,B,M1->M3,24,47,96,0,0,17,48,14
