OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,18,31,108,0,0,27,54,10
2,E,M3,36,0,0,0,0,19,144,6
3,D,M1->M2,38,37,380,34,380,0,0,4
4,D,M1->M2,37,37,333,29,185,0,0,10
5,D,M1->M2,15,52,165,33,150,0,0,2
6,C,M2->M3,14,0,0,25,84,6,42,5
7,E,M3,42,0,0,0,0,28,294,12
8,E,M3,21,0,0,0,0,17,105,12
9,C,M2->M3,30,0,0,33,450,23,210,9
10,D,M1->M2,23,47,115,23,230,0,0,14
11,A,M1->M2->M3,22,47,220,27,264,24,110,6
12,A,M1->M2->M3,37,15,296,14,185,10,222,2
13,B,M1->M3,26,17,182,0,0,30,182,6
14,A,M1->M2->M3,22,15,198,33,330,8,66,13
15,D,M1->M2,27,28,108,15,378,0,0,9
16,D,M1->M2,43,59,172,18,344,0,0,5
17,C,M2->M3,14,0,0,42,112,23,28,3
18,D,M1->M2,38,56,114,43,304,0,0,7
19,B,M1->M3,17,53,136,0,0,6,102,11
20,A,M1->M2->M3,11,40,132,29,121,16,33,5
21,D,M1->M2,20,60,160,20,200,0,0,13
22,D,M1->M2,19,42,171,31,171,0,0,5
23,C,M2->M3,10,0,0,27,140,27,50,14
24,C,M2->M3,45,0,0,27,450,24,270,14
25,B,M1->M3,38,48,418,0,0,12,152,13
26,E,M3,37,0,0,0,0,8,148,2
27,E,M3,7,0,0,0,0,20,42,13
28,E,M3,5,0,0,0,0,11,40,12
29,E,M3,47,0,0,0,0,10,188,7
30,B,M1->M3,28,57,140,0,0,22,196,12
31,C,M2->M3,43,0,0,27,301,23,301,12
32,E,M3,12,0,0,0,0,12,84,7
33,B,M1->M3,43,32,215,0,0,13,172,7
34,A,M1->M2->M3,41,45,369,45,369,17,164,2
35,B,M1->M3,28,39,112,0,0,23,168,14
36,C,M2->M3,28,0,0,26,140,26,56,12
37,D,M1->M2,43,46,301,39,344,0,0,2
38,E,M3,32,0,0,0,0,15,160,14
39,C,M2->M3,35,0,0,33,315,29,105,12
40,E,M3,6,0,0,0,0,20,12,14
41,D,M1->M2,24,49,72,41,264,0,0,3
42,C,M2->M3,21,0,0,28,273,28,63,8
43,B,M1->M3,11,32,44,0,0,17,55,5
44,B,M1->M3,46,23,414,0,0,24,276,14
45,C,M2->M3,5,0,0,18,70,29,35,2
46,C,M2->M3,47,0,0,15,705,14,282,3
47,C,M2->M3,14,0,0,42,84,23,70,10
48,B,M1->M3,50,52,400,0,0,6,150,3
49,B,M1->M3,19,52,152,0,0,22,38,3
50,D,M1->M2,11,30,99,16,154,0,0,4
