OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,31,46,186,37,186,0,0,3
2,B,M1->M3,17,33,136,0,0,9,102,3
3,B,M1->M3,47,33,235,0,0,26,94,13
4,C,M2->M3,32,0,0,11,320,23,128,4
5,C,M2->M3,11,0,0,20,154,19,77,5
6,B,M1->M3,49,57,294,0,0,24,245,9
7,C,M2->M3,9,0,0,27,90,7,63,12
8,E,M3,27,0,0,0,0,9,81,13
9,E,M3,43,0,0,0,0,11,301,13
10,C,M2->M3,14,0,0,35,126,27,84,8
11,B,M1->M3,50,42,350,0,0,18,250,10
12,C,M2->M3,40,0,0,42,440,30,160,12
13,E,M3,29,0,0,0,0,24,174,13
14,D,M1->M2,23,25,253,24,161,0,0,5
15,E,M3,7,0,0,0,0,20,56,5
16,D,M1->M2,47,49,235,20,611,0,0,4
17,A,M1->M2->M3,48,25,144,42,432,26,336,12
18,E,M3,48,0,0,0,0,27,240,14
19,E,M3,36,0,0,0,0,29,72,14
20,D,M1->M2,13,19,65,11,169,0,0,5
21,B,M1->M3,20,25,200,0,0,29,60,10
22,E,M3,38,0,0,0,0,23,114,7
23,D,M1->M2,35,34,385,30,455,0,0,13
24,D,M1->M2,21,36,168,25,189,0,0,8
25,B,M1->M3,50,37,400,0,0,26,150,6
26,D,M1->M2,27,23,297,36,243,0,0,13
27,E,M3,49,0,0,0,0,16,147,2
28,C,M2->M3,41,0,0,30,533,5,205,3
29,A,M1->M2->M3,37,56,259,42,370,19,148,4
30,B,M1->M3,31,31,372,0,0,28,62,9
31,E,M3,50,0,0,0,0,26,400,3
32,E,M3,7,0,0,0,0,15,14,11
33,E,M3,16,0,0,0,0,19,48,14
34,C,M2->M3,37,0,0,24,370,6,296,14
35,E,M3,28,0,0,0,0,10,196,11
36,E,M3,42,0,0,0,0,9,126,11
37,B,M1->M3,21,54,189,0,0,5,105,14
38,C,M2->M3,21,0,0,16,273,20,42,2
39,D,M1->M2,18,32,126,43,108,0,0,4
40,B,M1->M3,28,47,252,0,0,14,196,8
41,D,M1->M2,15,33,45,31,180,0,0,3
42,B,M1->M3,10,19,100,0,0,16,50,8
43,A,M1->M2->M3,16,53,96,28,80,5,128,11
44,C,M2->M3,40,0,0,31,440,16,320,9
45,D,M1->M2,8,52,48,28,104,0,0,13
46,A,M1->M2->M3,41,60,369,27,369,26,164,8
47,B,M1->M3,31,23,341,0,0,8,248,13
48,A,M1->M2->M3,36,47,396,40,396,11,216,5
49,B,M1->M3,9,37,90,0,0,13,27,10
50,A,M1->M2->M3,44,23,528,10,308,15,308,3
