OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,20,35,80,36,280,20,160,6
2,B,M1->M3,7,21,35,0,0,13,56,8
3,D,M1->M2,28,40,252,15,336,0,0,13
4,A,M1->M2->M3,12,55,96,38,168,19,72,4
5,D,M1->M2,44,34,396,23,572,0,0,4
6,D,M1->M2,18,17,54,37,126,0,0,8
7,B,M1->M3,44,23,352,0,0,8,352,2
8,C,M2->M3,13,0,0,40,78,18,78,11
9,E,M3,27,0,0,0,0,17,81,8
10,D,M1->M2,13,22,65,20,156,0,0,13
11,A,M1->M2->M3,50,20,250,36,550,22,350,8
12,D,M1->M2,15,17,45,35,75,0,0,13
13,A,M1->M2->M3,10,36,40,24,70,28,60,2
14,B,M1->M3,30,41,330,0,0,8,60,11
15,E,M3,47,0,0,0,0,22,376,7
16,D,M1->M2,35,32,175,25,315,0,0,5
17,B,M1->M3,20,30,220,0,0,29,120,9
18,D,M1->M2,9,27,108,45,117,0,0,6
19,C,M2->M3,37,0,0,10,333,9,259,6
20,C,M2->M3,22,0,0,24,308,19,44,6
21,A,M1->M2->M3,48,32,528,35,240,18,336,6
22,D,M1->M2,8,32,88,34,40,0,0,12
23,D,M1->M2,9,56,72,24,117,0,0,14
24,D,M1->M2,10,54,30,28,140,0,0,14
25,D,M1->M2,30,46,360,30,210,0,0,7
26,A,M1->M2->M3,36,34,396,10,468,14,72,7
27,B,M1->M3,35,24,140,0,0,8,245,12
28,E,M3,27,0,0,0,0,12,54,3
29,A,M1->M2->M3,6,58,72,31,78,26,24,8
30,A,M1->M2->M3,18,37,54,31,234,14,108,6
31,D,M1->M2,33,52,198,37,429,0,0,4
32,C,M2->M3,10,0,0,16,50,27,20,11
33,E,M3,32,0,0,0,0,29,256,9
34,B,M1->M3,16,43,64,0,0,24,128,5
35,D,M1->M2,19,31,190,37,171,0,0,2
36,A,M1->M2->M3,42,50,252,45,420,22,126,5
37,D,M1->M2,6,35,30,41,48,0,0,14
38,B,M1->M3,17,32,204,0,0,15,34,3
39,D,M1->M2,5,16,15,11,30,0,0,12
40,A,M1->M2->M3,27,28,243,45,378,14,135,13
41,E,M3,20,0,0,0,0,6,60,12
42,B,M1->M3,49,60,147,0,0,8,343,4
43,E,M3,11,0,0,0,0,20,88,5
44,C,M2->M3,31,0,0,30,372,6,217,7
45,D,M1->M2,10,39,100,24,90,0,0,8
46,B,M1->M3,48,43,288,0,0,14,384,6
47,E,M3,48,0,0,0,0,12,192,5
48,E,M3,45,0,0,0,0,27,360,7
49,E,M3,18,0,0,0,0,20,90,12
50,C,M2->M3,33,0,0,41,429,18,231,7
