OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,20,0,0,0,0,30,60,4
2,A,M1->M2->M3,8,26,24,23,96,18,16,12
3,A,M1->M2->M3,10,48,60,36,140,12,70,7
4,E,M3,7,0,0,0,0,15,49,8
5,A,M1->M2->M3,5,15,40,12,35,22,15,9
6,A,M1->M2->M3,21,37,63,30,168,24,126,11
7,A,M1->M2->M3,45,42,540,16,585,24,135,5
8,A,M1->M2->M3,41,43,369,12,410,12,328,10
9,D,M1->M2,25,35,125,16,250,0,0,14
10,C,M2->M3,8,0,0,34,40,30,56,10
11,E,M3,50,0,0,0,0,18,250,7
12,E,M3,34,0,0,0,0,28,102,12
13,A,M1->M2->M3,50,58,150,13,700,12,250,10
14,B,M1->M3,40,18,120,0,0,10,280,2
15,B,M1->M3,9,51,54,0,0,7,72,9
16,C,M2->M3,22,0,0,40,286,30,66,4
17,E,M3,29,0,0,0,0,22,203,10
18,C,M2->M3,37,0,0,18,185,9,111,5
19,E,M3,42,0,0,0,0,22,84,11
20,A,M1->M2->M3,39,37,156,36,312,21,117,8
21,D,M1->M2,16,34,48,30,112,0,0,7
22,A,M1->M2->M3,21,53,147,23,189,26,126,2
23,E,M3,18,0,0,0,0,24,144,11
24,A,M1->M2->M3,36,55,108,42,504,21,108,10
25,E,M3,23,0,0,0,0,7,115,10
26,C,M2->M3,13,0,0,25,156,30,91,7
27,D,M1->M2,36,21,144,23,360,0,0,8
28,C,M2->M3,43,0,0,33,473,15,86,8
29,B,M1->M3,17,18,187,0,0,19,51,6
30,A,M1->M2->M3,30,51,210,42,420,15,210,5
31,A,M1->M2->M3,24,26,96,14,168,18,72,7
32,D,M1->M2,36,35,180,18,288,0,0,7
33,A,M1->M2->M3,47,29,282,30,329,19,282,2
34,E,M3,10,0,0,0,0,13,80,6
35,C,M2->M3,16,0,0,22,192,18,112,13
36,A,M1->M2->M3,48,20,576,12,720,16,384,12
37,C,M2->M3,24,0,0,43,360,8,168,2
38,C,M2->M3,41,0,0,28,328,15,164,4
39,B,M1->M3,18,15,108,0,0,23,126,12
40,A,M1->M2->M3,41,29,287,33,205,22,123,11
41,A,M1->M2->M3,45,56,315,22,315,17,135,11
42,C,M2->M3,20,0,0,13,160,26,140,12
43,C,M2->M3,5,0,0,23,35,27,30,8
44,C,M2->M3,21,0,0,36,315,6,63,10
45,C,M2->M3,19,0,0,13,114,13,57,7
46,A,M1->M2->M3,47,22,235,27,611,26,188,13
47,D,M1->M2,12,39,144,34,60,0,0,9
48,B,M1->M3,16,56,176,0,0,10,64,6
49,D,M1->M2,34,26,306,42,340,0,0,10
50,E,M3,30,0,0,0,0,7,150,7
