OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,7,0,0,32,70,11,42,9
2,B,M1->M3,26,39,208,0,0,15,156,12
3,A,M1->M2->M3,28,29,140,13,308,5,168,6
4,C,M2->M3,16,0,0,39,160,22,96,11
5,B,M1->M3,25,43,75,0,0,22,200,6
6,E,M3,44,0,0,0,0,16,88,8
7,A,M1->M2->M3,12,45,36,13,168,22,60,4
8,E,M3,18,0,0,0,0,16,90,14
9,B,M1->M3,17,55,170,0,0,9,119,14
10,E,M3,45,0,0,0,0,7,135,7
11,D,M1->M2,18,40,144,21,162,0,0,9
12,B,M1->M3,45,21,450,0,0,21,270,14
13,A,M1->M2->M3,26,30,130,44,312,17,52,14
14,B,M1->M3,18,56,108,0,0,28,90,10
15,E,M3,19,0,0,0,0,15,95,14
16,D,M1->M2,34,42,408,35,374,0,0,11
17,C,M2->M3,28,0,0,19,364,28,140,3
18,E,M3,33,0,0,0,0,25,231,14
19,A,M1->M2->M3,31,47,124,26,217,9,124,3
20,A,M1->M2->M3,6,31,42,40,72,5,48,9
21,A,M1->M2->M3,38,52,266,37,342,22,190,13
22,E,M3,41,0,0,0,0,23,205,6
23,B,M1->M3,38,51,114,0,0,7,228,13
24,B,M1->M3,43,46,129,0,0,18,129,5
25,A,M1->M2->M3,12,55,84,12,132,15,96,12
26,D,M1->M2,17,30,68,30,204,0,0,2
27,B,M1->M3,24,45,144,0,0,24,48,12
28,C,M2->M3,32,0,0,43,192,22,160,7
29,E,M3,24,0,0,0,0,13,48,3
30,D,M1->M2,49,28,245,24,294,0,0,4
31,D,M1->M2,11,28,44,24,55,0,0,5
32,D,M1->M2,11,37,121,23,66,0,0,3
33,E,M3,47,0,0,0,0,18,329,5
34,E,M3,30,0,0,0,0,24,120,13
35,D,M1->M2,14,19,98,12,98,0,0,4
36,D,M1->M2,38,57,266,36,532,0,0,5
37,E,M3,27,0,0,0,0,30,216,2
38,A,M1->M2->M3,6,20,72,45,42,25,18,6
39,D,M1->M2,22,41,242,23,132,0,0,9
40,C,M2->M3,26,0,0,39,286,24,52,7
41,A,M1->M2->M3,37,49,259,33,185,21,296,11
42,C,M2->M3,38,0,0,15,380,25,76,12
43,D,M1->M2,39,36,273,31,351,0,0,6
44,A,M1->M2->M3,39,42,351,19,468,11,234,2
45,E,M3,17,0,0,0,0,9,34,7
46,C,M2->M3,7,0,0,10,105,30,14,3
47,A,M1->M2->M3,22,48,198,27,286,17,66,4
48,D,M1->M2,18,44,108,26,108,0,0,6
49,E,M3,13,0,0,0,0,7,39,6
50,C,M2->M3,32,0,0,19,256,9,96,3
