OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,27,42,270,0,0,5,162,6
2,E,M3,8,0,0,0,0,26,24,10
3,A,M1->M2->M3,7,35,70,11,56,17,49,14
4,D,M1->M2,48,16,528,36,336,0,0,14
5,A,M1->M2->M3,5,34,30,44,50,7,30,5
6,E,M3,28,0,0,0,0,10,84,12
7,E,M3,48,0,0,0,0,13,384,8
8,C,M2->M3,24,0,0,10,120,20,144,2
9,B,M1->M3,21,56,63,0,0,25,63,10
10,D,M1->M2,29,58,261,16,435,0,0,7
11,D,M1->M2,12,28,132,42,168,0,0,12
12,A,M1->M2->M3,21,55,231,37,147,12,42,2
13,E,M3,45,0,0,0,0,18,360,6
14,E,M3,30,0,0,0,0,25,60,2
15,C,M2->M3,6,0,0,29,42,26,18,13
16,D,M1->M2,21,40,147,25,273,0,0,10
17,B,M1->M3,38,30,114,0,0,28,76,4
18,A,M1->M2->M3,47,41,517,27,705,23,235,6
19,A,M1->M2->M3,23,42,253,35,207,26,161,7
20,E,M3,48,0,0,0,0,12,336,4
21,A,M1->M2->M3,32,35,256,31,320,8,160,4
22,D,M1->M2,6,21,42,10,72,0,0,10
23,C,M2->M3,49,0,0,32,441,6,294,7
24,E,M3,12,0,0,0,0,27,48,9
25,E,M3,15,0,0,0,0,7,60,9
26,B,M1->M3,36,46,396,0,0,23,216,2
27,E,M3,35,0,0,0,0,8,210,13
28,A,M1->M2->M3,45,28,270,45,540,11,180,13
29,C,M2->M3,35,0,0,26,175,26,175,6
30,D,M1->M2,16,20,112,36,176,0,0,9
31,D,M1->M2,36,18,180,45,504,0,0,7
32,D,M1->M2,22,19,242,38,308,0,0,3
33,C,M2->M3,30,0,0,10,330,30,180,8
34,B,M1->M3,32,24,352,0,0,7,192,5
35,E,M3,20,0,0,0,0,16,160,14
36,D,M1->M2,35,35,210,25,420,0,0,3
37,D,M1->M2,17,15,68,29,187,0,0,8
38,A,M1->M2->M3,43,39,215,29,215,11,86,2
39,C,M2->M3,34,0,0,16,408,28,68,5
40,B,M1->M3,6,54,30,0,0,16,30,14
41,D,M1->M2,29,34,174,43,377,0,0,3
42,B,M1->M3,22,35,154,0,0,23,66,12
43,B,M1->M3,48,20,480,0,0,17,240,6
44,D,M1->M2,27,20,81,10,378,0,0,7
45,E,M3,40,0,0,0,0,20,240,9
46,D,M1->M2,28,46,224,22,224,0,0,11
47,D,M1->M2,23,31,207,16,207,0,0,13
48,D,M1->M2,40,27,440,42,240,0,0,6
49,A,M1->M2->M3,15,50,90,27,210,23,45,5
50,E,M3,15,0,0,0,0,11,60,3
