OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,40,42,400,37,400,9,200,9
2,A,M1->M2->M3,40,39,480,32,200,20,80,9
3,B,M1->M3,13,44,52,0,0,17,39,11
4,C,M2->M3,47,0,0,32,564,14,376,9
5,E,M3,32,0,0,0,0,15,128,4
6,C,M2->M3,15,0,0,27,90,15,105,13
7,C,M2->M3,40,0,0,28,560,30,320,3
8,A,M1->M2->M3,32,56,96,41,480,26,256,8
9,A,M1->M2->M3,17,35,51,11,153,8,102,7
10,D,M1->M2,37,41,222,37,333,0,0,6
11,A,M1->M2->M3,28,49,196,20,140,16,224,7
12,A,M1->M2->M3,35,42,280,19,350,21,280,5
13,B,M1->M3,5,17,30,0,0,17,15,7
14,B,M1->M3,30,15,360,0,0,19,120,8
15,B,M1->M3,46,32,276,0,0,28,184,14
16,E,M3,26,0,0,0,0,14,52,7
17,C,M2->M3,7,0,0,27,98,12,42,11
18,E,M3,45,0,0,0,0,5,225,3
19,A,M1->M2->M3,19,39,228,31,285,25,95,12
20,C,M2->M3,14,0,0,18,84,6,28,11
21,A,M1->M2->M3,19,16,76,25,209,12,57,13
22,B,M1->M3,6,26,42,0,0,15,18,8
23,C,M2->M3,26,0,0,33,182,9,156,7
24,C,M2->M3,30,0,0,33,210,17,180,8
25,C,M2->M3,20,0,0,26,140,15,160,6
26,A,M1->M2->M3,35,30,350,41,280,30,105,6
27,E,M3,42,0,0,0,0,9,168,11
28,E,M3,7,0,0,0,0,14,14,10
29,E,M3,27,0,0,0,0,28,81,8
30,E,M3,10,0,0,0,0,11,30,13
31,E,M3,42,0,0,0,0,15,210,4
32,D,M1->M2,25,35,225,45,375,0,0,14
33,A,M1->M2->M3,40,53,280,32,480,15,160,3
34,B,M1->M3,8,19,40,0,0,7,48,4
35,C,M2->M3,15,0,0,17,180,15,45,8
36,D,M1->M2,40,50,320,42,520,0,0,11
37,E,M3,40,0,0,0,0,18,320,4
38,A,M1->M2->M3,7,51,63,12,77,5,56,2
39,B,M1->M3,23,17,230,0,0,25,46,2
40,D,M1->M2,38,53,266,19,190,0,0,7
41,E,M3,41,0,0,0,0,23,246,14
42,A,M1->M2->M3,19,54,171,13,228,17,114,12
43,C,M2->M3,33,0,0,15,363,23,99,8
44,B,M1->M3,17,38,51,0,0,18,136,13
45,E,M3,48,0,0,0,0,29,384,5
46,E,M3,14,0,0,0,0,8,112,9
47,E,M3,10,0,0,0,0,8,80,3
48,A,M1->M2->M3,41,42,492,17,492,12,246,14
49,D,M1->M2,19,41,171,44,266,0,0,6
50,A,M1->M2->M3,14,25,56,10,210,11,28,9
