OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,48,0,0,0,0,21,288,2
2,B,M1->M3,19,35,114,0,0,20,95,11
3,B,M1->M3,10,33,110,0,0,15,70,4
4,B,M1->M3,30,36,120,0,0,14,90,10
5,D,M1->M2,21,40,63,22,147,0,0,13
6,D,M1->M2,48,53,432,28,480,0,0,8
7,A,M1->M2->M3,24,37,264,17,288,21,192,5
8,A,M1->M2->M3,14,32,42,31,168,20,42,7
9,B,M1->M3,23,20,115,0,0,19,115,13
10,E,M3,11,0,0,0,0,16,77,14
11,B,M1->M3,20,27,60,0,0,15,60,4
12,D,M1->M2,41,22,410,34,287,0,0,5
13,A,M1->M2->M3,10,17,120,33,90,9,30,7
14,A,M1->M2->M3,32,45,192,36,224,18,128,8
15,A,M1->M2->M3,10,43,120,20,50,23,70,7
16,B,M1->M3,48,53,144,0,0,5,144,7
17,E,M3,24,0,0,0,0,28,168,11
18,B,M1->M3,48,25,144,0,0,7,144,2
19,C,M2->M3,30,0,0,18,180,28,90,12
20,B,M1->M3,45,29,225,0,0,21,225,8
21,E,M3,40,0,0,0,0,29,80,14
22,E,M3,10,0,0,0,0,6,50,5
23,E,M3,36,0,0,0,0,17,72,4
24,D,M1->M2,8,32,32,26,112,0,0,11
25,A,M1->M2->M3,15,34,120,35,210,10,105,3
26,E,M3,45,0,0,0,0,8,315,2
27,A,M1->M2->M3,44,31,308,13,396,7,176,14
28,B,M1->M3,42,24,504,0,0,24,336,14
29,A,M1->M2->M3,21,28,189,23,105,20,147,12
30,B,M1->M3,35,21,210,0,0,12,105,10
31,B,M1->M3,47,30,564,0,0,7,94,10
32,E,M3,29,0,0,0,0,12,58,8
33,D,M1->M2,15,15,135,18,120,0,0,8
34,B,M1->M3,19,26,228,0,0,18,95,14
35,E,M3,29,0,0,0,0,17,58,11
36,B,M1->M3,36,38,360,0,0,24,108,4
37,B,M1->M3,47,57,235,0,0,6,282,14
38,E,M3,41,0,0,0,0,28,287,8
39,B,M1->M3,45,15,270,0,0,25,225,4
40,A,M1->M2->M3,46,25,460,42,460,13,368,8
41,D,M1->M2,21,29,147,25,147,0,0,8
42,E,M3,36,0,0,0,0,13,144,13
43,E,M3,8,0,0,0,0,19,64,6
44,A,M1->M2->M3,45,51,315,26,450,14,180,2
45,B,M1->M3,26,54,78,0,0,11,78,3
46,E,M3,12,0,0,0,0,23,48,6
47,A,M1->M2->M3,6,55,54,37,36,13,30,6
48,E,M3,48,0,0,0,0,9,192,5
49,E,M3,34,0,0,0,0,12,272,10
50,E,M3,42,0,0,0,0,9,84,7
