OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,8,0,0,33,80,14,40,12
2,A,M1->M2->M3,26,37,260,44,390,12,78,3
3,E,M3,25,0,0,0,0,14,125,2
4,D,M1->M2,18,31,198,41,90,0,0,4
5,C,M2->M3,10,0,0,19,80,15,80,13
6,E,M3,31,0,0,0,0,29,93,11
7,E,M3,27,0,0,0,0,8,54,14
8,A,M1->M2->M3,18,43,216,32,234,9,36,12
9,E,M3,26,0,0,0,0,27,104,5
10,B,M1->M3,15,15,105,0,0,21,105,10
11,B,M1->M3,43,54,301,0,0,13,344,8
12,B,M1->M3,10,18,40,0,0,6,20,4
13,B,M1->M3,46,43,506,0,0,22,368,14
14,E,M3,42,0,0,0,0,19,84,2
15,E,M3,24,0,0,0,0,10,144,13
16,C,M2->M3,48,0,0,33,528,8,192,8
17,A,M1->M2->M3,9,36,90,31,108,23,72,14
18,C,M2->M3,36,0,0,30,504,8,252,10
19,C,M2->M3,20,0,0,15,120,18,60,10
20,A,M1->M2->M3,12,51,132,34,144,25,60,12
21,A,M1->M2->M3,36,53,324,34,468,19,72,13
22,D,M1->M2,30,18,240,17,240,0,0,3
23,B,M1->M3,40,51,200,0,0,12,160,13
24,E,M3,7,0,0,0,0,12,35,4
25,A,M1->M2->M3,17,47,51,10,255,24,119,13
26,C,M2->M3,30,0,0,32,450,30,120,3
27,A,M1->M2->M3,25,22,300,12,375,21,100,5
28,D,M1->M2,46,31,414,17,276,0,0,8
29,C,M2->M3,20,0,0,15,220,27,160,12
30,B,M1->M3,17,50,51,0,0,29,102,10
31,B,M1->M3,12,39,96,0,0,30,72,5
32,C,M2->M3,28,0,0,14,336,14,112,13
33,E,M3,27,0,0,0,0,15,135,5
34,E,M3,45,0,0,0,0,28,135,10
35,D,M1->M2,10,16,50,40,90,0,0,11
36,B,M1->M3,43,38,516,0,0,28,258,11
37,C,M2->M3,44,0,0,14,660,22,176,7
38,B,M1->M3,36,22,288,0,0,10,72,2
39,A,M1->M2->M3,7,54,70,32,77,30,21,8
40,D,M1->M2,11,30,121,40,132,0,0,6
41,A,M1->M2->M3,13,17,156,26,195,22,26,3
42,D,M1->M2,13,32,91,35,169,0,0,13
43,E,M3,34,0,0,0,0,14,272,3
44,D,M1->M2,48,16,384,18,528,0,0,8
45,C,M2->M3,50,0,0,26,550,22,350,3
46,C,M2->M3,24,0,0,23,168,28,120,3
47,C,M2->M3,29,0,0,24,174,30,232,14
48,A,M1->M2->M3,34,40,238,40,476,18,68,7
49,B,M1->M3,21,17,168,0,0,25,168,14
50,E,M3,40,0,0,0,0,15,120,7
