OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,33,31,396,44,396,24,132,12
2,B,M1->M3,43,53,301,0,0,21,301,7
3,B,M1->M3,17,45,119,0,0,25,136,8
4,D,M1->M2,32,55,128,10,224,0,0,10
5,E,M3,47,0,0,0,0,21,141,8
6,B,M1->M3,50,56,350,0,0,28,250,11
7,B,M1->M3,44,28,220,0,0,6,264,3
8,A,M1->M2->M3,39,57,195,21,273,18,195,14
9,C,M2->M3,36,0,0,32,468,20,252,11
10,C,M2->M3,37,0,0,25,555,12,222,13
11,A,M1->M2->M3,46,42,506,21,644,21,184,12
12,C,M2->M3,6,0,0,22,84,28,24,3
13,D,M1->M2,17,56,102,41,238,0,0,11
14,B,M1->M3,35,17,280,0,0,23,280,6
15,A,M1->M2->M3,6,19,66,31,66,9,18,4
16,C,M2->M3,20,0,0,28,260,7,60,14
17,D,M1->M2,25,54,150,16,175,0,0,8
18,B,M1->M3,25,23,300,0,0,13,125,9
19,D,M1->M2,48,15,432,27,624,0,0,11
20,C,M2->M3,23,0,0,35,253,21,138,12
21,D,M1->M2,18,31,198,18,108,0,0,5
22,E,M3,41,0,0,0,0,16,123,3
23,C,M2->M3,15,0,0,44,225,15,60,11
24,D,M1->M2,10,58,40,33,50,0,0,4
25,E,M3,35,0,0,0,0,28,70,6
26,B,M1->M3,44,37,308,0,0,10,352,14
27,A,M1->M2->M3,22,31,154,24,242,27,176,13
28,A,M1->M2->M3,49,15,343,43,735,21,147,4
29,D,M1->M2,43,28,387,24,215,0,0,5
30,C,M2->M3,32,0,0,28,192,26,160,4
31,E,M3,21,0,0,0,0,19,126,13
32,C,M2->M3,14,0,0,11,168,13,98,9
33,E,M3,37,0,0,0,0,13,222,6
34,E,M3,39,0,0,0,0,13,117,4
35,E,M3,6,0,0,0,0,21,48,13
36,A,M1->M2->M3,38,54,456,14,190,27,304,13
37,B,M1->M3,8,23,64,0,0,9,32,5
38,A,M1->M2->M3,44,25,176,32,352,14,176,2
39,C,M2->M3,23,0,0,44,322,22,184,8
40,B,M1->M3,8,43,72,0,0,29,48,10
41,E,M3,28,0,0,0,0,30,84,8
42,D,M1->M2,50,56,150,12,700,0,0,6
43,B,M1->M3,15,26,90,0,0,19,45,7
44,C,M2->M3,33,0,0,14,198,18,66,11
45,B,M1->M3,39,19,156,0,0,29,273,7
46,A,M1->M2->M3,45,42,180,33,450,22,270,14
47,E,M3,6,0,0,0,0,30,24,9
48,C,M2->M3,5,0,0,13,40,9,40,9
49,D,M1->M2,36,43,432,39,324,0,0,3
50,C,M2->M3,12,0,0,20,84,5,48,10
