OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,37,0,0,0,0,22,185,4
2,B,M1->M3,42,43,378,0,0,25,168,13
3,C,M2->M3,14,0,0,18,112,10,42,12
4,B,M1->M3,6,23,42,0,0,13,18,6
5,C,M2->M3,26,0,0,30,182,21,78,8
6,A,M1->M2->M3,10,31,40,23,60,15,80,14
7,D,M1->M2,6,25,36,12,90,0,0,11
8,C,M2->M3,13,0,0,31,104,11,65,5
9,B,M1->M3,27,42,189,0,0,25,54,3
10,D,M1->M2,48,35,144,18,240,0,0,4
11,B,M1->M3,20,33,160,0,0,9,160,10
12,B,M1->M3,13,40,104,0,0,12,52,11
13,C,M2->M3,20,0,0,38,300,29,160,10
14,D,M1->M2,10,54,110,44,100,0,0,5
15,C,M2->M3,30,0,0,45,300,20,180,14
16,B,M1->M3,30,35,240,0,0,13,60,4
17,D,M1->M2,36,18,360,22,252,0,0,12
18,A,M1->M2->M3,27,53,108,43,270,28,54,2
19,B,M1->M3,43,36,516,0,0,14,215,12
20,E,M3,22,0,0,0,0,12,176,3
21,B,M1->M3,20,58,220,0,0,9,140,5
22,D,M1->M2,37,16,148,38,481,0,0,8
23,D,M1->M2,11,47,132,40,99,0,0,10
24,C,M2->M3,37,0,0,32,555,13,148,9
25,A,M1->M2->M3,49,49,588,34,539,25,147,11
26,B,M1->M3,7,47,49,0,0,16,42,6
27,E,M3,39,0,0,0,0,21,234,13
28,C,M2->M3,9,0,0,10,45,11,54,3
29,D,M1->M2,50,19,500,42,300,0,0,7
30,D,M1->M2,35,23,175,33,315,0,0,13
31,C,M2->M3,42,0,0,11,546,8,336,9
32,B,M1->M3,5,23,35,0,0,27,40,6
33,E,M3,7,0,0,0,0,12,21,8
34,E,M3,40,0,0,0,0,13,280,7
35,A,M1->M2->M3,32,47,224,42,256,28,64,12
36,E,M3,27,0,0,0,0,23,54,7
37,E,M3,26,0,0,0,0,26,52,3
38,A,M1->M2->M3,40,21,280,32,200,7,160,10
39,A,M1->M2->M3,41,40,410,13,574,6,82,4
40,B,M1->M3,6,52,54,0,0,11,18,3
41,B,M1->M3,21,24,105,0,0,25,63,4
42,A,M1->M2->M3,17,16,170,16,255,9,34,10
43,C,M2->M3,20,0,0,32,160,13,60,13
44,C,M2->M3,33,0,0,39,231,12,99,6
45,D,M1->M2,8,36,48,32,96,0,0,2
46,B,M1->M3,30,35,240,0,0,14,150,3
47,B,M1->M3,39,53,312,0,0,10,273,12
48,B,M1->M3,11,35,88,0,0,27,22,4
49,E,M3,6,0,0,0,0,27,18,3
50,C,M2->M3,24,0,0,32,312,6,96,12
