OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,24,52,216,16,216,0,0,11
2,D,M1->M2,44,35,308,16,440,0,0,4
3,C,M2->M3,50,0,0,29,350,20,300,10
4,B,M1->M3,28,30,168,0,0,5,56,6
5,A,M1->M2->M3,40,22,440,31,280,21,80,14
6,B,M1->M3,32,52,192,0,0,18,192,2
7,A,M1->M2->M3,44,29,264,29,572,21,132,4
8,C,M2->M3,50,0,0,36,350,27,350,6
9,B,M1->M3,25,19,100,0,0,13,75,5
10,A,M1->M2->M3,11,32,55,33,154,7,88,3
11,B,M1->M3,33,20,198,0,0,30,132,10
12,E,M3,10,0,0,0,0,24,20,12
13,D,M1->M2,27,34,162,32,189,0,0,10
14,E,M3,13,0,0,0,0,23,39,13
15,B,M1->M3,19,19,133,0,0,10,76,11
16,C,M2->M3,33,0,0,19,462,28,231,5
17,C,M2->M3,50,0,0,11,300,8,400,5
18,C,M2->M3,31,0,0,38,465,8,217,2
19,E,M3,21,0,0,0,0,28,168,5
20,D,M1->M2,5,15,50,34,50,0,0,14
21,B,M1->M3,11,43,44,0,0,17,22,3
22,B,M1->M3,36,59,144,0,0,6,72,14
23,A,M1->M2->M3,8,47,72,33,88,12,48,11
24,E,M3,24,0,0,0,0,28,120,7
25,E,M3,11,0,0,0,0,5,22,10
26,E,M3,49,0,0,0,0,30,147,14
27,D,M1->M2,41,18,205,41,205,0,0,13
28,A,M1->M2->M3,5,54,60,39,70,27,25,11
29,B,M1->M3,22,53,132,0,0,6,176,10
30,D,M1->M2,34,20,238,17,170,0,0,6
31,A,M1->M2->M3,11,43,77,24,88,23,22,10
32,B,M1->M3,47,42,235,0,0,26,141,5
33,E,M3,46,0,0,0,0,29,184,4
34,A,M1->M2->M3,47,21,329,27,329,9,329,14
35,E,M3,38,0,0,0,0,29,266,7
36,C,M2->M3,37,0,0,37,296,17,74,10
37,A,M1->M2->M3,5,21,40,44,25,22,30,7
38,C,M2->M3,25,0,0,23,125,23,100,5
39,B,M1->M3,36,19,108,0,0,26,108,8
40,A,M1->M2->M3,28,39,168,38,168,5,140,11
41,E,M3,15,0,0,0,0,21,120,14
42,D,M1->M2,48,28,528,37,480,0,0,6
43,B,M1->M3,13,26,65,0,0,6,39,7
44,E,M3,32,0,0,0,0,22,96,13
45,B,M1->M3,43,27,129,0,0,20,129,9
46,B,M1->M3,18,49,126,0,0,18,90,3
47,D,M1->M2,6,34,66,29,66,0,0,11
48,A,M1->M2->M3,9,41,54,16,99,12,45,9
49,B,M1->M3,21,35,168,0,0,27,105,8
50,A,M1->M2->M3,25,18,150,26,350,26,125,14
