OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,37,18,259,28,555,15,74,14
2,C,M2->M3,28,0,0,34,420,20,196,6
3,C,M2->M3,19,0,0,15,95,16,76,13
4,A,M1->M2->M3,37,38,333,25,481,18,185,5
5,C,M2->M3,43,0,0,32,559,29,301,4
6,B,M1->M3,45,24,225,0,0,19,180,14
7,D,M1->M2,25,46,200,25,350,0,0,3
8,E,M3,33,0,0,0,0,23,198,5
9,D,M1->M2,14,44,98,36,168,0,0,14
10,C,M2->M3,12,0,0,12,96,10,84,9
11,E,M3,39,0,0,0,0,17,156,14
12,E,M3,14,0,0,0,0,22,28,9
13,E,M3,50,0,0,0,0,27,200,13
14,D,M1->M2,42,58,420,26,462,0,0,13
15,A,M1->M2->M3,10,42,120,18,100,12,40,14
16,A,M1->M2->M3,32,42,224,21,256,21,96,13
17,B,M1->M3,48,24,144,0,0,19,96,14
18,A,M1->M2->M3,21,20,63,21,105,22,42,7
19,A,M1->M2->M3,32,30,96,28,224,10,64,6
20,C,M2->M3,9,0,0,13,117,24,54,10
21,E,M3,43,0,0,0,0,30,344,9
22,C,M2->M3,38,0,0,17,570,28,76,10
23,C,M2->M3,29,0,0,12,145,27,145,9
24,A,M1->M2->M3,36,59,144,37,360,21,144,14
25,B,M1->M3,37,17,259,0,0,21,259,5
26,C,M2->M3,30,0,0,29,450,12,210,2
27,C,M2->M3,8,0,0,24,64,28,48,8
28,C,M2->M3,34,0,0,19,408,18,272,12
29,B,M1->M3,34,39,374,0,0,25,238,4
30,C,M2->M3,16,0,0,15,160,17,64,3
31,D,M1->M2,27,37,108,13,324,0,0,4
32,C,M2->M3,41,0,0,35,410,25,287,8
33,B,M1->M3,20,18,140,0,0,19,100,14
34,D,M1->M2,19,25,114,45,228,0,0,6
35,D,M1->M2,40,55,360,41,320,0,0,4
36,B,M1->M3,45,38,450,0,0,6,225,10
37,A,M1->M2->M3,19,30,57,16,171,13,95,10
38,D,M1->M2,49,24,588,43,245,0,0,4
39,D,M1->M2,36,44,396,26,216,0,0,12
40,B,M1->M3,5,17,20,0,0,25,20,4
41,D,M1->M2,42,56,294,24,336,0,0,4
42,A,M1->M2->M3,6,52,66,10,72,9,48,12
43,E,M3,15,0,0,0,0,17,60,9
44,D,M1->M2,41,35,205,36,615,0,0,9
45,B,M1->M3,11,60,88,0,0,26,33,6
46,A,M1->M2->M3,27,34,108,34,324,13,54,4
47,B,M1->M3,18,50,162,0,0,8,54,10
48,D,M1->M2,31,27,155,17,186,0,0,12
49,D,M1->M2,37,59,111,23,518,0,0,7
50,D,M1->M2,32,24,320,36,256,0,0,7
