OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,42,17,378,0,0,19,336,10
2,D,M1->M2,45,21,225,15,675,0,0,5
3,C,M2->M3,15,0,0,22,90,7,105,9
4,E,M3,38,0,0,0,0,6,228,2
5,C,M2->M3,14,0,0,36,210,8,56,6
6,A,M1->M2->M3,11,51,121,10,154,23,66,11
7,C,M2->M3,28,0,0,10,168,28,112,5
8,A,M1->M2->M3,47,39,517,25,658,15,282,13
9,E,M3,50,0,0,0,0,15,300,8
10,A,M1->M2->M3,26,47,156,45,390,15,52,5
11,A,M1->M2->M3,30,17,150,26,330,14,60,8
12,A,M1->M2->M3,25,18,75,19,350,10,100,7
13,D,M1->M2,13,23,52,30,65,0,0,10
14,E,M3,34,0,0,0,0,27,272,12
15,D,M1->M2,41,43,164,43,533,0,0,5
16,B,M1->M3,37,59,407,0,0,17,74,14
17,E,M3,48,0,0,0,0,27,96,2
18,A,M1->M2->M3,13,44,39,10,182,8,104,4
19,B,M1->M3,32,50,256,0,0,14,192,3
20,E,M3,37,0,0,0,0,22,111,2
21,A,M1->M2->M3,10,55,110,36,120,25,30,9
22,E,M3,35,0,0,0,0,6,245,10
23,A,M1->M2->M3,18,16,126,22,90,9,54,2
24,B,M1->M3,38,31,456,0,0,13,304,6
25,C,M2->M3,48,0,0,36,336,29,384,7
26,B,M1->M3,21,60,147,0,0,22,42,7
27,B,M1->M3,6,51,24,0,0,22,48,5
28,B,M1->M3,13,30,65,0,0,28,78,9
29,E,M3,18,0,0,0,0,16,108,13
30,D,M1->M2,42,32,378,42,462,0,0,8
31,D,M1->M2,44,33,308,12,616,0,0,4
32,D,M1->M2,41,40,410,26,328,0,0,12
33,B,M1->M3,45,33,540,0,0,7,135,4
34,B,M1->M3,40,59,480,0,0,8,160,4
35,E,M3,18,0,0,0,0,20,54,2
36,C,M2->M3,20,0,0,27,220,24,160,2
37,D,M1->M2,43,54,129,25,473,0,0,13
38,E,M3,46,0,0,0,0,5,322,6
39,D,M1->M2,44,37,264,37,396,0,0,2
40,A,M1->M2->M3,40,20,120,32,200,26,240,4
41,C,M2->M3,26,0,0,10,364,24,156,6
42,B,M1->M3,38,36,114,0,0,11,190,4
43,A,M1->M2->M3,47,49,141,35,376,19,94,3
44,A,M1->M2->M3,19,45,57,21,266,12,95,10
45,B,M1->M3,25,16,275,0,0,12,125,2
46,D,M1->M2,21,16,210,31,210,0,0,3
47,B,M1->M3,48,59,240,0,0,12,240,11
48,B,M1->M3,14,58,42,0,0,29,112,8
49,B,M1->M3,25,60,225,0,0,21,75,9
50,D,M1->M2,10,60,120,10,70,0,0,4
