OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,34,35,408,39,170,5,68,13
2,E,M3,46,0,0,0,0,10,368,8
3,E,M3,23,0,0,0,0,17,115,3
4,D,M1->M2,26,44,208,44,130,0,0,9
5,E,M3,20,0,0,0,0,15,160,9
6,B,M1->M3,33,43,363,0,0,24,264,6
7,D,M1->M2,17,49,170,30,153,0,0,5
8,D,M1->M2,23,29,161,20,253,0,0,6
9,A,M1->M2->M3,43,51,387,27,516,17,215,7
10,D,M1->M2,34,32,170,24,340,0,0,4
11,D,M1->M2,13,42,130,16,65,0,0,3
12,A,M1->M2->M3,14,36,168,21,140,5,70,4
13,D,M1->M2,36,17,360,35,360,0,0,14
14,D,M1->M2,45,16,495,17,540,0,0,8
15,B,M1->M3,20,35,220,0,0,6,60,6
16,A,M1->M2->M3,14,49,112,30,112,11,42,7
17,D,M1->M2,10,42,30,30,150,0,0,11
18,A,M1->M2->M3,26,50,156,24,338,9,156,7
19,C,M2->M3,19,0,0,19,95,25,76,12
20,B,M1->M3,19,43,95,0,0,13,95,11
21,B,M1->M3,23,28,92,0,0,9,69,7
22,B,M1->M3,37,33,407,0,0,28,185,9
23,D,M1->M2,46,49,414,29,552,0,0,10
24,A,M1->M2->M3,17,60,187,26,204,9,51,4
25,D,M1->M2,19,44,114,21,152,0,0,8
26,D,M1->M2,28,58,168,35,364,0,0,13
27,C,M2->M3,45,0,0,11,585,27,135,5
28,A,M1->M2->M3,6,22,36,32,42,22,36,2
29,D,M1->M2,5,30,20,34,50,0,0,9
30,D,M1->M2,22,22,88,30,308,0,0,10
31,E,M3,39,0,0,0,0,30,234,13
32,B,M1->M3,21,31,126,0,0,7,42,8
33,D,M1->M2,28,42,84,18,392,0,0,5
34,D,M1->M2,12,43,120,18,144,0,0,3
35,A,M1->M2->M3,39,57,429,17,585,6,195,5
36,B,M1->M3,38,44,114,0,0,12,190,2
37,C,M2->M3,26,0,0,40,338,13,130,10
38,A,M1->M2->M3,20,19,100,17,260,28,120,11
39,D,M1->M2,34,16,340,40,170,0,0,2
40,A,M1->M2->M3,28,51,224,41,392,21,56,6
41,A,M1->M2->M3,13,46,65,28,78,23,39,5
42,E,M3,15,0,0,0,0,13,105,4
43,E,M3,20,0,0,0,0,14,100,13
44,B,M1->M3,7,59,28,0,0,13,35,7
45,D,M1->M2,32,37,288,11,224,0,0,3
46,D,M1->M2,24,33,216,26,288,0,0,2
47,A,M1->M2->M3,22,60,242,28,176,15,154,14
48,D,M1->M2,25,30,100,26,250,0,0,12
49,C,M2->M3,26,0,0,17,182,22,182,6
50,C,M2->M3,21,0,0,34,126,13,105,13
