OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,6,54,18,37,66,15,24,13
2,C,M2->M3,47,0,0,31,423,21,141,8
3,E,M3,9,0,0,0,0,18,72,9
4,D,M1->M2,33,54,198,18,264,0,0,14
5,E,M3,8,0,0,0,0,11,64,3
6,D,M1->M2,8,35,64,27,96,0,0,8
7,D,M1->M2,12,46,108,17,96,0,0,3
8,D,M1->M2,7,35,21,24,91,0,0,4
9,B,M1->M3,39,60,429,0,0,7,117,6
10,E,M3,11,0,0,0,0,12,55,11
11,B,M1->M3,9,57,108,0,0,9,45,11
12,A,M1->M2->M3,26,45,234,32,260,24,156,11
13,C,M2->M3,11,0,0,41,110,26,44,3
14,E,M3,39,0,0,0,0,12,273,9
15,A,M1->M2->M3,44,55,484,26,616,19,176,4
16,A,M1->M2->M3,17,21,119,24,255,24,102,12
17,A,M1->M2->M3,5,37,40,34,70,30,20,10
18,C,M2->M3,33,0,0,27,363,23,66,14
19,A,M1->M2->M3,49,47,490,38,588,26,196,12
20,E,M3,48,0,0,0,0,18,288,9
21,E,M3,38,0,0,0,0,30,76,11
22,E,M3,31,0,0,0,0,29,93,6
23,D,M1->M2,10,27,40,14,100,0,0,14
24,A,M1->M2->M3,10,28,110,43,60,6,80,5
25,D,M1->M2,19,55,228,28,285,0,0,10
26,B,M1->M3,6,26,54,0,0,25,36,10
27,C,M2->M3,35,0,0,26,280,19,175,6
28,D,M1->M2,37,45,333,19,518,0,0,5
29,D,M1->M2,32,23,224,27,320,0,0,11
30,C,M2->M3,10,0,0,43,70,16,20,10
31,A,M1->M2->M3,24,22,120,19,240,5,72,13
32,A,M1->M2->M3,10,27,40,12,110,24,40,8
33,E,M3,46,0,0,0,0,6,368,5
34,B,M1->M3,37,25,444,0,0,11,74,4
35,A,M1->M2->M3,42,24,294,32,462,12,210,8
36,A,M1->M2->M3,16,29,176,30,160,8,128,12
37,C,M2->M3,42,0,0,14,378,9,336,11
38,D,M1->M2,46,44,276,14,414,0,0,3
39,E,M3,49,0,0,0,0,16,392,6
40,C,M2->M3,7,0,0,22,84,7,56,11
41,D,M1->M2,11,37,110,27,55,0,0,3
42,C,M2->M3,10,0,0,13,130,25,20,2
43,E,M3,23,0,0,0,0,16,69,3
44,B,M1->M3,17,42,136,0,0,28,85,5
45,A,M1->M2->M3,40,19,360,44,520,18,80,14
46,E,M3,35,0,0,0,0,16,175,6
47,E,M3,13,0,0,0,0,23,78,2
48,D,M1->M2,20,60,80,40,280,0,0,14
49,B,M1->M3,20,56,60,0,0,11,80,10
50,A,M1->M2->M3,38,47,418,26,532,14,152,10
