OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,28,0,0,20,420,24,224,5
2,E,M3,38,0,0,0,0,8,114,6
3,A,M1->M2->M3,31,20,124,29,434,19,217,11
4,A,M1->M2->M3,7,28,28,26,63,9,21,10
5,E,M3,41,0,0,0,0,16,205,2
6,C,M2->M3,25,0,0,14,150,18,175,2
7,D,M1->M2,46,22,322,36,506,0,0,12
8,E,M3,33,0,0,0,0,11,66,12
9,D,M1->M2,41,31,246,36,328,0,0,5
10,C,M2->M3,47,0,0,24,658,25,141,11
11,D,M1->M2,17,32,170,38,221,0,0,14
12,A,M1->M2->M3,24,57,288,36,216,29,120,3
13,C,M2->M3,47,0,0,24,376,23,141,11
14,A,M1->M2->M3,5,34,45,42,70,29,20,11
15,E,M3,44,0,0,0,0,20,308,8
16,D,M1->M2,33,25,330,20,495,0,0,5
17,C,M2->M3,12,0,0,23,72,16,72,12
18,C,M2->M3,8,0,0,20,56,14,48,6
19,A,M1->M2->M3,34,60,170,28,340,24,102,5
20,C,M2->M3,38,0,0,30,494,9,228,13
21,C,M2->M3,9,0,0,34,72,11,36,13
22,B,M1->M3,9,40,36,0,0,26,18,11
23,A,M1->M2->M3,25,52,175,22,325,25,175,3
24,D,M1->M2,27,28,162,39,324,0,0,8
25,A,M1->M2->M3,16,44,80,24,128,27,48,5
26,A,M1->M2->M3,32,30,352,20,256,26,128,3
27,E,M3,42,0,0,0,0,20,252,3
28,B,M1->M3,50,26,150,0,0,13,400,7
29,D,M1->M2,19,26,190,41,209,0,0,9
30,A,M1->M2->M3,39,31,468,38,468,24,117,10
31,B,M1->M3,42,60,420,0,0,26,168,7
32,A,M1->M2->M3,14,24,98,12,154,26,70,4
33,A,M1->M2->M3,9,21,27,40,72,7,54,8
34,C,M2->M3,37,0,0,30,407,30,259,11
35,B,M1->M3,44,44,528,0,0,27,220,14
36,C,M2->M3,7,0,0,19,105,15,35,2
37,D,M1->M2,50,19,150,34,250,0,0,13
38,E,M3,21,0,0,0,0,19,168,8
39,D,M1->M2,9,18,81,33,72,0,0,4
40,A,M1->M2->M3,48,41,336,35,288,11,96,10
41,A,M1->M2->M3,11,31,99,16,132,21,77,2
42,C,M2->M3,8,0,0,10,48,8,16,9
43,B,M1->M3,49,23,147,0,0,5,392,13
44,B,M1->M3,5,18,40,0,0,21,30,5
45,A,M1->M2->M3,22,35,88,28,132,18,44,6
46,E,M3,49,0,0,0,0,9,245,11
47,A,M1->M2->M3,7,59,21,40,42,10,14,3
48,A,M1->M2->M3,10,60,90,30,140,25,20,5
49,E,M3,20,0,0,0,0,12,40,8
50,B,M1->M3,14,55,112,0,0,23,70,7
