OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,A,M1->M2->M3,42,53,252,10,210,14,210,5
2,E,M3,16,0,0,0,0,22,32,4
3,D,M1->M2,9,22,99,37,63,0,0,2
4,E,M3,9,0,0,0,0,9,18,2
5,E,M3,17,0,0,0,0,16,136,10
6,A,M1->M2->M3,10,52,70,24,60,30,20,13
7,A,M1->M2->M3,43,21,430,24,215,11,301,8
8,D,M1->M2,24,47,288,19,240,0,0,5
9,A,M1->M2->M3,49,39,441,11,294,6,392,10
10,A,M1->M2->M3,24,27,216,12,168,28,120,9
11,E,M3,46,0,0,0,0,15,322,5
12,D,M1->M2,27,15,324,31,405,0,0,14
13,B,M1->M3,12,38,120,0,0,29,72,3
14,A,M1->M2->M3,8,21,64,41,48,11,64,3
15,B,M1->M3,36,58,288,0,0,29,288,10
16,D,M1->M2,8,58,56,21,96,0,0,4
17,D,M1->M2,38,16,228,43,342,0,0,3
18,E,M3,44,0,0,0,0,15,176,8
19,D,M1->M2,7,35,21,26,70,0,0,2
20,C,M2->M3,21,0,0,17,105,20,84,12
21,E,M3,50,0,0,0,0,22,300,7
22,B,M1->M3,26,36,104,0,0,12,52,10
23,C,M2->M3,13,0,0,36,78,6,39,5
24,E,M3,42,0,0,0,0,30,84,11
25,E,M3,6,0,0,0,0,13,24,11
26,C,M2->M3,30,0,0,15,180,9,210,4
27,A,M1->M2->M3,43,42,516,30,473,22,258,7
28,B,M1->M3,12,23,72,0,0,15,84,4
29,B,M1->M3,32,43,224,0,0,30,64,6
30,E,M3,9,0,0,0,0,5,18,10
31,C,M2->M3,21,0,0,38,294,15,126,6
32,A,M1->M2->M3,46,34,368,40,414,28,368,14
33,D,M1->M2,29,53,145,12,174,0,0,8
34,C,M2->M3,27,0,0,13,270,10,162,13
35,E,M3,43,0,0,0,0,22,258,2
36,C,M2->M3,9,0,0,42,135,11,27,12
37,D,M1->M2,41,35,492,32,246,0,0,5
38,E,M3,25,0,0,0,0,26,75,12
39,C,M2->M3,47,0,0,10,423,13,329,12
40,C,M2->M3,29,0,0,37,232,17,87,6
41,B,M1->M3,32,22,384,0,0,18,192,10
42,C,M2->M3,25,0,0,21,200,20,125,12
43,C,M2->M3,49,0,0,29,343,6,245,13
44,A,M1->M2->M3,44,15,528,19,660,16,176,13
45,C,M2->M3,33,0,0,31,165,10,264,13
46,A,M1->M2->M3,19,51,209,30,266,15,95,3
47,D,M1->M2,18,31,54,45,144,0,0,11
48,E,M3,16,0,0,0,0,20,64,5
49,E,M3,30,0,0,0,0,30,180,10
50,A,M1->M2->M3,24,54,144,18,288,30,120,9
