OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,39,0,0,28,546,11,273,6
2,E,M3,41,0,0,0,0,27,328,5
3,C,M2->M3,27,0,0,33,216,7,189,6
4,C,M2->M3,32,0,0,43,256,22,192,14
5,C,M2->M3,23,0,0,21,299,22,69,7
6,A,M1->M2->M3,39,59,156,29,585,22,117,9
7,B,M1->M3,33,45,231,0,0,24,165,2
8,B,M1->M3,13,59,156,0,0,24,91,14
9,B,M1->M3,36,19,180,0,0,19,216,14
10,D,M1->M2,13,28,156,24,130,0,0,13
11,C,M2->M3,5,0,0,16,40,24,10,3
12,A,M1->M2->M3,28,22,336,25,168,18,112,11
13,E,M3,43,0,0,0,0,9,86,11
14,C,M2->M3,29,0,0,32,406,10,203,8
15,B,M1->M3,39,15,195,0,0,22,312,14
16,A,M1->M2->M3,46,18,230,18,276,11,92,6
17,B,M1->M3,22,26,264,0,0,27,132,6
18,E,M3,29,0,0,0,0,17,145,11
19,C,M2->M3,34,0,0,34,204,19,204,2
20,A,M1->M2->M3,36,29,396,16,324,7,144,8
21,B,M1->M3,50,30,450,0,0,13,350,2
22,B,M1->M3,33,19,264,0,0,17,231,3
23,C,M2->M3,40,0,0,20,480,23,200,13
24,A,M1->M2->M3,5,57,40,33,65,26,40,12
25,B,M1->M3,39,22,312,0,0,6,234,8
26,B,M1->M3,9,56,63,0,0,18,27,9
27,C,M2->M3,15,0,0,20,180,10,30,10
28,C,M2->M3,22,0,0,40,220,9,110,3
29,B,M1->M3,46,15,506,0,0,19,230,11
30,D,M1->M2,20,44,180,17,200,0,0,10
31,C,M2->M3,43,0,0,18,301,27,86,9
32,E,M3,38,0,0,0,0,19,190,5
33,C,M2->M3,6,0,0,15,54,27,30,14
34,B,M1->M3,36,40,144,0,0,10,108,10
35,E,M3,29,0,0,0,0,8,145,8
36,E,M3,40,0,0,0,0,6,120,6
37,B,M1->M3,39,28,351,0,0,29,273,2
38,B,M1->M3,42,43,126,0,0,10,336,2
39,B,M1->M3,38,17,418,0,0,8,152,14
40,A,M1->M2->M3,16,59,96,45,144,6,80,4
41,E,M3,30,0,0,0,0,19,210,4
42,B,M1->M3,50,46,600,0,0,24,250,3
43,D,M1->M2,12,49,36,33,120,0,0,13
44,C,M2->M3,28,0,0,37,252,30,112,3
45,E,M3,11,0,0,0,0,7,44,6
46,A,M1->M2->M3,41,46,205,22,246,10,246,7
47,D,M1->M2,28,35,112,12,392,0,0,14
48,A,M1->M2->M3,48,40,192,17,336,21,288,4
49,B,M1->M3,34,45,238,0,0,12,170,4
50,E,M3,23,0,0,0,0,11,161,8
