OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,28,16,252,37,196,0,0,2
2,E,M3,35,0,0,0,0,13,245,5
3,C,M2->M3,42,0,0,25,336,11,126,12
4,B,M1->M3,37,30,259,0,0,26,259,8
5,D,M1->M2,13,56,39,42,78,0,0,5
6,C,M2->M3,34,0,0,17,306,19,238,6
7,E,M3,37,0,0,0,0,8,111,3
8,A,M1->M2->M3,38,49,266,15,190,13,76,6
9,E,M3,20,0,0,0,0,30,120,14
10,B,M1->M3,9,46,81,0,0,27,18,13
11,D,M1->M2,48,40,144,29,336,0,0,6
12,D,M1->M2,13,36,117,45,195,0,0,8
13,E,M3,46,0,0,0,0,26,92,9
14,D,M1->M2,44,29,440,31,220,0,0,12
15,E,M3,19,0,0,0,0,26,38,13
16,C,M2->M3,6,0,0,44,72,23,12,11
17,A,M1->M2->M3,14,60,42,31,126,10,98,2
18,E,M3,44,0,0,0,0,21,176,3
19,C,M2->M3,21,0,0,39,105,19,42,2
20,A,M1->M2->M3,8,49,32,39,120,16,40,6
21,E,M3,31,0,0,0,0,6,217,7
22,B,M1->M3,16,20,128,0,0,5,80,11
23,B,M1->M3,16,58,144,0,0,20,112,9
24,A,M1->M2->M3,5,40,30,13,60,27,10,11
25,D,M1->M2,47,17,235,18,329,0,0,14
26,C,M2->M3,37,0,0,41,185,17,259,3
27,E,M3,49,0,0,0,0,25,147,9
28,D,M1->M2,11,37,88,26,88,0,0,6
29,A,M1->M2->M3,31,49,155,38,310,16,155,4
30,D,M1->M2,8,59,72,37,40,0,0,9
31,B,M1->M3,16,53,160,0,0,20,128,4
32,D,M1->M2,7,33,49,21,35,0,0,14
33,C,M2->M3,44,0,0,40,440,15,176,2
34,C,M2->M3,30,0,0,20,420,29,210,8
35,D,M1->M2,7,15,35,32,105,0,0,13
36,B,M1->M3,30,46,210,0,0,7,150,5
37,B,M1->M3,28,60,252,0,0,5,224,9
38,B,M1->M3,46,58,276,0,0,22,138,2
39,D,M1->M2,50,56,300,45,250,0,0,4
40,B,M1->M3,27,22,216,0,0,23,54,10
41,D,M1->M2,24,18,72,40,360,0,0,10
42,D,M1->M2,6,38,30,41,84,0,0,13
43,A,M1->M2->M3,37,57,259,36,222,7,111,4
44,E,M3,15,0,0,0,0,19,45,5
45,E,M3,36,0,0,0,0,14,144,7
46,A,M1->M2->M3,13,31,52,18,78,28,104,9
47,E,M3,35,0,0,0,0,22,280,5
48,C,M2->M3,48,0,0,13,672,26,288,9
49,B,M1->M3,25,32,150,0,0,18,50,5
50,B,M1->M3,41,43,451,0,0,27,246,14
