OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,40,35,160,0,0,11,160,11
2,B,M1->M3,13,32,78,0,0,23,52,10
3,C,M2->M3,47,0,0,40,564,25,188,10
4,C,M2->M3,40,0,0,22,240,5,280,8
5,D,M1->M2,45,28,495,32,675,0,0,9
6,E,M3,24,0,0,0,0,14,96,4
7,A,M1->M2->M3,18,57,198,16,198,5,90,6
8,E,M3,40,0,0,0,0,26,200,7
9,B,M1->M3,39,29,429,0,0,7,78,2
10,E,M3,29,0,0,0,0,23,116,11
11,E,M3,44,0,0,0,0,29,176,14
12,A,M1->M2->M3,8,52,32,13,120,6,16,8
13,A,M1->M2->M3,10,35,100,33,80,22,60,14
14,C,M2->M3,10,0,0,10,70,8,30,12
15,D,M1->M2,7,56,21,16,70,0,0,7
16,B,M1->M3,19,26,57,0,0,8,57,10
17,A,M1->M2->M3,8,17,88,35,112,13,48,2
18,D,M1->M2,48,44,384,41,432,0,0,6
19,E,M3,30,0,0,0,0,7,90,10
20,B,M1->M3,9,50,36,0,0,19,36,12
21,A,M1->M2->M3,32,27,256,30,288,5,96,5
22,C,M2->M3,10,0,0,38,70,13,20,13
23,C,M2->M3,22,0,0,23,264,24,176,3
24,A,M1->M2->M3,39,24,117,32,195,23,234,14
25,D,M1->M2,49,57,147,12,588,0,0,6
26,E,M3,28,0,0,0,0,26,140,7
27,A,M1->M2->M3,25,56,150,17,325,18,75,13
28,A,M1->M2->M3,32,22,128,28,384,16,224,12
29,C,M2->M3,36,0,0,27,252,20,108,10
30,D,M1->M2,17,21,102,10,255,0,0,12
31,B,M1->M3,45,17,540,0,0,20,270,4
32,B,M1->M3,20,28,120,0,0,11,40,13
33,A,M1->M2->M3,11,51,33,24,55,24,88,12
34,D,M1->M2,8,56,96,31,88,0,0,12
35,B,M1->M3,27,50,270,0,0,27,108,8
36,A,M1->M2->M3,15,16,60,40,105,9,75,7
37,E,M3,29,0,0,0,0,11,203,9
38,B,M1->M3,31,60,217,0,0,20,248,12
39,C,M2->M3,5,0,0,18,70,20,30,7
40,D,M1->M2,30,19,360,28,330,0,0,9
41,B,M1->M3,21,47,63,0,0,30,105,8
42,B,M1->M3,28,49,308,0,0,23,224,4
43,A,M1->M2->M3,13,21,104,10,156,7,65,2
44,D,M1->M2,15,58,45,42,120,0,0,11
45,A,M1->M2->M3,31,36,155,35,434,11,155,12
46,E,M3,28,0,0,0,0,8,224,5
47,B,M1->M3,32,32,320,0,0,10,224,10
48,C,M2->M3,21,0,0,42,315,18,168,11
49,E,M3,26,0,0,0,0,25,104,12
50,B,M1->M3,49,36,147,0,0,24,392,12
