OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,22,0,0,38,154,17,176,2
2,D,M1->M2,34,54,204,31,476,0,0,4
3,C,M2->M3,50,0,0,36,250,25,150,13
4,A,M1->M2->M3,39,39,468,38,507,16,78,2
5,B,M1->M3,44,59,396,0,0,29,132,6
6,B,M1->M3,9,36,27,0,0,10,36,9
7,C,M2->M3,36,0,0,14,324,6,144,9
8,E,M3,30,0,0,0,0,16,240,10
9,A,M1->M2->M3,12,26,120,29,96,19,60,8
10,D,M1->M2,49,58,392,43,588,0,0,4
11,D,M1->M2,33,47,264,31,495,0,0,10
12,C,M2->M3,20,0,0,36,140,20,80,10
13,D,M1->M2,26,29,260,18,364,0,0,4
14,A,M1->M2->M3,50,19,550,38,250,21,100,11
15,A,M1->M2->M3,6,25,66,30,42,22,36,11
16,C,M2->M3,38,0,0,36,228,19,228,13
17,D,M1->M2,35,27,210,36,175,0,0,8
18,D,M1->M2,18,28,198,45,162,0,0,14
19,B,M1->M3,29,29,290,0,0,20,116,9
20,E,M3,38,0,0,0,0,6,76,8
21,B,M1->M3,18,21,90,0,0,13,54,7
22,C,M2->M3,43,0,0,28,430,20,129,6
23,B,M1->M3,27,60,243,0,0,16,162,13
24,D,M1->M2,50,55,500,39,750,0,0,5
25,C,M2->M3,21,0,0,10,231,22,126,4
26,A,M1->M2->M3,44,27,528,24,352,24,308,2
27,B,M1->M3,34,21,340,0,0,12,68,10
28,D,M1->M2,43,28,301,11,344,0,0,14
29,B,M1->M3,25,17,75,0,0,11,75,7
30,D,M1->M2,35,17,385,17,350,0,0,13
31,A,M1->M2->M3,12,50,108,31,108,7,48,4
32,E,M3,29,0,0,0,0,23,232,6
33,A,M1->M2->M3,45,45,270,29,270,16,270,13
34,A,M1->M2->M3,30,55,150,20,180,30,150,12
35,C,M2->M3,37,0,0,24,185,27,185,5
36,A,M1->M2->M3,9,54,54,19,72,20,27,12
37,E,M3,8,0,0,0,0,30,16,4
38,E,M3,26,0,0,0,0,26,156,6
39,C,M2->M3,19,0,0,17,133,28,57,4
40,A,M1->M2->M3,29,44,261,12,406,22,145,5
41,E,M3,26,0,0,0,0,18,52,8
42,B,M1->M3,42,55,336,0,0,23,168,4
43,B,M1->M3,11,24,55,0,0,30,22,9
44,D,M1->M2,42,31,378,17,462,0,0,5
45,A,M1->M2->M3,36,28,180,34,252,22,108,12
46,E,M3,38,0,0,0,0,28,190,11
47,C,M2->M3,43,0,0,16,387,13,215,9
48,D,M1->M2,40,59,360,43,600,0,0,13
49,D,M1->M2,12,57,144,38,132,0,0,5
50,A,M1->M2->M3,39,59,117,13,195,23,156,2
