OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,27,16,270,0,0,15,189,12
2,C,M2->M3,18,0,0,31,144,14,72,8
3,E,M3,46,0,0,0,0,29,92,5
4,D,M1->M2,8,58,56,30,104,0,0,13
5,A,M1->M2->M3,9,53,72,43,108,10,27,14
6,A,M1->M2->M3,34,40,102,10,204,24,136,7
7,C,M2->M3,34,0,0,42,476,6,238,2
8,D,M1->M2,8,46,24,38,96,0,0,11
9,E,M3,26,0,0,0,0,29,182,4
10,E,M3,40,0,0,0,0,27,160,7
11,E,M3,13,0,0,0,0,16,39,13
12,B,M1->M3,27,36,81,0,0,16,135,13
13,C,M2->M3,20,0,0,17,240,26,60,3
14,C,M2->M3,27,0,0,18,297,9,135,14
15,E,M3,28,0,0,0,0,14,224,3
16,E,M3,7,0,0,0,0,12,49,4
17,D,M1->M2,26,41,286,14,208,0,0,4
18,D,M1->M2,16,47,96,15,192,0,0,4
19,C,M2->M3,42,0,0,30,630,12,168,5
20,A,M1->M2->M3,9,18,99,18,45,14,27,5
21,B,M1->M3,19,18,133,0,0,21,152,12
22,B,M1->M3,24,44,96,0,0,29,72,6
23,D,M1->M2,49,39,392,14,490,0,0,6
24,A,M1->M2->M3,28,49,112,14,196,5,84,6
25,B,M1->M3,22,53,176,0,0,7,154,11
26,B,M1->M3,22,29,154,0,0,19,176,13
27,C,M2->M3,29,0,0,44,406,11,232,6
28,D,M1->M2,18,59,180,26,234,0,0,10
29,D,M1->M2,48,44,480,42,624,0,0,3
30,B,M1->M3,37,15,333,0,0,29,185,6
31,D,M1->M2,9,35,72,22,90,0,0,3
32,C,M2->M3,40,0,0,35,240,26,240,2
33,C,M2->M3,8,0,0,16,56,5,16,2
34,C,M2->M3,6,0,0,18,36,14,42,2
35,B,M1->M3,40,59,400,0,0,16,80,5
36,A,M1->M2->M3,43,47,215,25,516,20,129,13
37,B,M1->M3,44,52,528,0,0,29,308,13
38,D,M1->M2,39,15,156,29,546,0,0,2
39,C,M2->M3,23,0,0,41,299,20,115,4
40,B,M1->M3,14,56,42,0,0,25,112,13
41,D,M1->M2,21,40,168,12,294,0,0,4
42,D,M1->M2,9,49,36,13,63,0,0,13
43,D,M1->M2,41,19,410,20,287,0,0,10
44,D,M1->M2,36,59,360,16,360,0,0,7
45,D,M1->M2,15,53,90,35,195,0,0,4
46,D,M1->M2,14,40,168,22,210,0,0,3
47,B,M1->M3,43,52,215,0,0,21,215,2
48,C,M2->M3,49,0,0,45,441,5,147,12
49,E,M3,11,0,0,0,0,18,44,2
50,C,M2->M3,7,0,0,23,63,10,56,4
