OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,15,0,0,0,0,5,30,9
2,A,M1->M2->M3,9,21,90,29,81,25,72,10
3,B,M1->M3,11,51,66,0,0,18,88,10
4,B,M1->M3,28,23,168,0,0,7,56,7
5,B,M1->M3,37,60,259,0,0,22,148,3
6,B,M1->M3,15,54,45,0,0,25,60,3
7,E,M3,24,0,0,0,0,25,48,2
8,D,M1->M2,31,34,310,15,310,0,0,9
9,B,M1->M3,6,52,72,0,0,20,48,4
10,D,M1->M2,46,26,276,40,460,0,0,12
11,D,M1->M2,35,45,385,34,455,0,0,11
12,A,M1->M2->M3,33,42,264,44,429,22,132,14
13,E,M3,17,0,0,0,0,15,34,9
14,E,M3,24,0,0,0,0,16,48,14
15,A,M1->M2->M3,34,47,408,32,442,23,136,13
16,C,M2->M3,8,0,0,19,112,24,64,8
17,D,M1->M2,47,17,423,10,517,0,0,13
18,B,M1->M3,5,19,40,0,0,17,30,12
19,A,M1->M2->M3,15,57,45,28,120,12,45,13
20,D,M1->M2,35,50,280,22,490,0,0,10
21,C,M2->M3,43,0,0,18,430,14,258,4
22,D,M1->M2,12,49,48,31,156,0,0,2
23,A,M1->M2->M3,36,48,180,23,216,17,288,12
24,D,M1->M2,6,52,72,11,90,0,0,10
25,E,M3,40,0,0,0,0,29,200,10
26,D,M1->M2,36,26,180,18,324,0,0,7
27,C,M2->M3,28,0,0,18,420,28,196,9
28,D,M1->M2,49,48,539,38,343,0,0,9
29,D,M1->M2,17,22,204,44,119,0,0,4
30,E,M3,27,0,0,0,0,5,54,11
31,E,M3,26,0,0,0,0,12,182,9
32,E,M3,17,0,0,0,0,24,119,14
33,D,M1->M2,28,52,140,11,392,0,0,7
34,D,M1->M2,45,15,450,15,360,0,0,8
35,D,M1->M2,37,54,296,14,259,0,0,8
36,E,M3,25,0,0,0,0,20,75,4
37,A,M1->M2->M3,32,28,288,40,192,27,256,3
38,D,M1->M2,27,45,81,11,351,0,0,3
39,B,M1->M3,14,42,84,0,0,28,84,4
40,E,M3,40,0,0,0,0,8,280,9
41,A,M1->M2->M3,20,23,140,30,220,9,80,3
42,E,M3,24,0,0,0,0,27,144,7
43,C,M2->M3,50,0,0,30,300,24,150,3
44,D,M1->M2,34,52,408,20,510,0,0,2
45,A,M1->M2->M3,5,18,55,11,60,27,35,6
46,C,M2->M3,12,0,0,31,120,18,60,11
47,D,M1->M2,22,45,88,29,220,0,0,10
48,B,M1->M3,42,39,462,0,0,24,336,8
49,C,M2->M3,45,0,0,21,225,11,180,13
50,D,M1->M2,33,45,198,36,462,0,0,13
