OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,30,0,0,45,300,29,120,2
2,D,M1->M2,42,19,252,11,420,0,0,9
3,D,M1->M2,41,44,369,34,328,0,0,9
4,D,M1->M2,34,56,306,27,238,0,0,13
5,A,M1->M2->M3,5,59,20,45,60,9,10,7
6,C,M2->M3,12,0,0,36,168,30,24,13
7,D,M1->M2,12,49,96,22,168,0,0,4
8,A,M1->M2->M3,19,56,190,17,114,11,95,9
9,C,M2->M3,8,0,0,20,80,12,40,3
10,B,M1->M3,16,50,128,0,0,7,48,14
11,B,M1->M3,10,60,100,0,0,10,80,3
12,D,M1->M2,14,38,154,29,140,0,0,10
13,C,M2->M3,16,0,0,43,208,10,64,9
14,A,M1->M2->M3,36,60,252,25,540,29,216,10
15,D,M1->M2,35,25,315,42,420,0,0,10
16,A,M1->M2->M3,27,35,324,44,297,18,54,8
17,A,M1->M2->M3,31,52,93,20,310,14,155,4
18,A,M1->M2->M3,16,59,96,20,144,8,80,10
19,B,M1->M3,35,51,385,0,0,6,280,12
20,C,M2->M3,24,0,0,39,360,29,168,9
21,E,M3,40,0,0,0,0,29,320,8
22,A,M1->M2->M3,31,40,186,28,372,26,186,3
23,A,M1->M2->M3,5,39,20,30,25,6,10,7
24,E,M3,46,0,0,0,0,9,368,13
25,E,M3,22,0,0,0,0,11,132,13
26,E,M3,36,0,0,0,0,18,108,2
27,D,M1->M2,14,24,168,36,126,0,0,2
28,B,M1->M3,47,41,235,0,0,13,282,6
29,A,M1->M2->M3,18,26,108,40,162,11,90,6
30,B,M1->M3,31,20,310,0,0,15,62,9
31,B,M1->M3,47,60,470,0,0,8,188,7
32,E,M3,40,0,0,0,0,19,240,8
33,A,M1->M2->M3,33,36,264,13,396,26,165,7
34,A,M1->M2->M3,41,34,123,26,451,17,328,9
35,A,M1->M2->M3,46,38,184,15,276,12,138,4
36,A,M1->M2->M3,33,31,165,32,429,8,165,6
37,B,M1->M3,28,55,252,0,0,5,196,3
38,D,M1->M2,39,42,195,10,390,0,0,14
39,D,M1->M2,8,44,96,17,40,0,0,3
40,B,M1->M3,45,39,225,0,0,22,315,11
41,E,M3,37,0,0,0,0,24,222,13
42,B,M1->M3,35,38,105,0,0,12,280,13
43,A,M1->M2->M3,8,25,96,13,72,26,40,6
44,D,M1->M2,41,43,410,42,205,0,0,12
45,A,M1->M2->M3,26,29,234,32,364,26,182,13
46,A,M1->M2->M3,34,45,340,28,204,30,170,8
47,A,M1->M2->M3,22,59,198,19,154,16,110,4
48,B,M1->M3,39,55,195,0,0,9,273,10
49,A,M1->M2->M3,14,37,56,28,210,28,84,10
50,C,M2->M3,50,0,0,31,750,21,250,10
