OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,34,26,204,42,238,0,0,13
2,D,M1->M2,16,58,96,12,208,0,0,3
3,D,M1->M2,33,28,330,44,330,0,0,10
4,B,M1->M3,27,53,324,0,0,9,162,14
5,C,M2->M3,10,0,0,41,80,12,20,12
6,D,M1->M2,7,25,42,32,70,0,0,14
7,C,M2->M3,42,0,0,12,252,28,126,7
8,B,M1->M3,8,23,48,0,0,29,56,10
9,C,M2->M3,26,0,0,36,208,9,104,12
10,A,M1->M2->M3,23,30,92,13,115,18,69,10
11,E,M3,29,0,0,0,0,17,58,3
12,E,M3,37,0,0,0,0,16,148,6
13,B,M1->M3,40,23,240,0,0,6,240,13
14,A,M1->M2->M3,32,39,352,13,480,19,128,6
15,A,M1->M2->M3,10,36,110,25,60,9,80,14
16,E,M3,29,0,0,0,0,21,116,3
17,A,M1->M2->M3,25,46,150,16,325,5,175,8
18,D,M1->M2,34,52,204,32,204,0,0,14
19,C,M2->M3,16,0,0,20,176,20,128,12
20,A,M1->M2->M3,6,40,30,13,48,15,24,2
21,D,M1->M2,24,32,168,21,360,0,0,3
22,E,M3,43,0,0,0,0,23,258,4
23,B,M1->M3,22,48,220,0,0,11,44,13
24,E,M3,33,0,0,0,0,9,264,13
25,A,M1->M2->M3,26,21,312,33,260,16,182,5
26,B,M1->M3,15,42,180,0,0,19,30,7
27,D,M1->M2,49,53,588,42,245,0,0,2
28,D,M1->M2,7,42,77,11,49,0,0,8
29,E,M3,13,0,0,0,0,21,104,13
30,C,M2->M3,50,0,0,38,700,17,250,10
31,B,M1->M3,38,30,380,0,0,27,228,4
32,D,M1->M2,14,39,98,38,168,0,0,10
33,E,M3,6,0,0,0,0,21,30,7
34,E,M3,16,0,0,0,0,17,48,10
35,D,M1->M2,42,47,378,19,588,0,0,12
36,A,M1->M2->M3,27,53,297,33,270,11,216,10
37,A,M1->M2->M3,16,51,96,30,176,29,80,14
38,B,M1->M3,39,19,117,0,0,30,234,13
39,E,M3,34,0,0,0,0,8,102,7
40,D,M1->M2,35,59,210,25,525,0,0,10
41,D,M1->M2,17,37,170,35,255,0,0,13
42,A,M1->M2->M3,19,52,114,22,228,10,57,8
43,A,M1->M2->M3,32,16,128,13,256,15,224,13
44,E,M3,23,0,0,0,0,14,69,7
45,D,M1->M2,38,27,342,32,380,0,0,7
46,D,M1->M2,35,18,315,10,210,0,0,6
47,C,M2->M3,27,0,0,34,189,6,216,2
48,A,M1->M2->M3,40,58,120,31,600,23,240,12
49,A,M1->M2->M3,39,33,429,12,390,6,78,4
50,C,M2->M3,26,0,0,12,286,19,130,3
