OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,29,0,0,41,232,8,174,11
2,E,M3,25,0,0,0,0,26,50,2
3,E,M3,33,0,0,0,0,16,66,2
4,D,M1->M2,45,16,225,13,540,0,0,4
5,A,M1->M2->M3,19,31,228,32,190,16,133,6
6,B,M1->M3,50,19,300,0,0,5,400,8
7,C,M2->M3,16,0,0,18,192,16,80,5
8,B,M1->M3,9,42,36,0,0,25,63,11
9,D,M1->M2,27,49,216,18,324,0,0,11
10,D,M1->M2,50,25,150,38,450,0,0,11
11,E,M3,20,0,0,0,0,22,160,14
12,E,M3,11,0,0,0,0,11,22,11
13,C,M2->M3,11,0,0,26,143,25,44,8
14,C,M2->M3,31,0,0,23,310,15,248,11
15,E,M3,38,0,0,0,0,19,304,2
16,A,M1->M2->M3,6,19,48,43,54,23,30,4
17,B,M1->M3,12,45,48,0,0,13,96,4
18,E,M3,45,0,0,0,0,10,270,9
19,A,M1->M2->M3,32,21,352,23,224,15,96,5
20,C,M2->M3,16,0,0,29,224,21,48,12
21,C,M2->M3,6,0,0,13,36,17,30,13
22,D,M1->M2,19,24,152,29,285,0,0,14
23,A,M1->M2->M3,37,24,333,13,407,24,148,3
24,B,M1->M3,37,50,370,0,0,11,74,14
25,A,M1->M2->M3,40,43,240,43,480,8,200,2
26,D,M1->M2,39,18,312,31,390,0,0,6
27,D,M1->M2,46,28,138,45,368,0,0,13
28,C,M2->M3,37,0,0,38,333,26,296,2
29,D,M1->M2,21,42,168,37,231,0,0,2
30,E,M3,25,0,0,0,0,15,100,11
31,E,M3,38,0,0,0,0,11,304,3
32,E,M3,8,0,0,0,0,14,56,7
33,B,M1->M3,7,18,42,0,0,5,21,6
34,E,M3,14,0,0,0,0,17,112,13
35,A,M1->M2->M3,26,18,182,25,286,22,156,6
36,A,M1->M2->M3,37,39,185,23,518,8,111,14
37,D,M1->M2,19,53,114,30,247,0,0,5
38,C,M2->M3,10,0,0,25,120,10,30,12
39,D,M1->M2,22,35,198,13,242,0,0,6
40,A,M1->M2->M3,28,52,224,13,196,29,168,2
41,A,M1->M2->M3,50,41,250,33,700,11,300,7
42,A,M1->M2->M3,44,31,132,27,440,11,220,4
43,C,M2->M3,35,0,0,35,455,21,280,11
44,B,M1->M3,44,24,176,0,0,8,220,10
45,E,M3,27,0,0,0,0,14,189,10
46,B,M1->M3,45,19,270,0,0,25,225,10
47,C,M2->M3,20,0,0,11,180,28,80,3
48,D,M1->M2,23,37,276,22,115,0,0,10
49,D,M1->M2,40,42,480,45,280,0,0,7
50,A,M1->M2->M3,29,55,290,27,406,8,58,7
