OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,D,M1->M2,35,36,350,19,385,0,0,2
2,B,M1->M3,37,22,111,0,0,29,185,3
3,B,M1->M3,44,51,484,0,0,7,352,14
4,B,M1->M3,37,57,444,0,0,13,74,5
5,A,M1->M2->M3,22,46,132,42,330,20,154,7
6,C,M2->M3,24,0,0,43,312,18,48,6
7,C,M2->M3,33,0,0,30,396,20,231,5
8,A,M1->M2->M3,5,25,55,36,25,29,35,4
9,A,M1->M2->M3,37,58,259,30,444,28,259,13
10,A,M1->M2->M3,19,23,228,17,171,10,95,13
11,E,M3,12,0,0,0,0,26,60,4
12,A,M1->M2->M3,5,53,25,10,40,25,15,5
13,D,M1->M2,38,19,456,29,380,0,0,4
14,A,M1->M2->M3,16,23,192,15,144,13,64,11
15,C,M2->M3,45,0,0,30,315,12,315,8
16,A,M1->M2->M3,15,37,180,34,120,20,90,5
17,E,M3,42,0,0,0,0,9,336,3
18,A,M1->M2->M3,30,17,180,27,210,28,240,9
19,E,M3,21,0,0,0,0,17,147,5
20,E,M3,20,0,0,0,0,8,100,14
21,A,M1->M2->M3,22,26,110,34,286,24,110,12
22,A,M1->M2->M3,38,49,304,29,532,30,76,12
23,E,M3,36,0,0,0,0,8,108,11
24,A,M1->M2->M3,49,25,294,28,294,11,392,6
25,E,M3,41,0,0,0,0,27,246,2
26,D,M1->M2,21,42,84,27,294,0,0,14
27,D,M1->M2,15,60,60,10,180,0,0,4
28,B,M1->M3,23,15,253,0,0,6,46,2
29,B,M1->M3,31,49,248,0,0,24,186,5
30,B,M1->M3,45,34,360,0,0,26,360,14
31,A,M1->M2->M3,23,44,115,41,276,17,92,13
32,A,M1->M2->M3,23,52,184,10,253,23,184,8
33,C,M2->M3,43,0,0,22,301,28,172,2
34,B,M1->M3,41,38,123,0,0,15,82,3
35,B,M1->M3,49,24,343,0,0,24,343,3
36,D,M1->M2,36,24,360,41,216,0,0,6
37,D,M1->M2,36,48,324,18,216,0,0,5
38,E,M3,7,0,0,0,0,20,49,10
39,C,M2->M3,13,0,0,41,78,26,26,12
40,B,M1->M3,37,58,296,0,0,13,148,10
41,D,M1->M2,23,38,69,32,345,0,0,6
42,B,M1->M3,5,15,50,0,0,10,20,5
43,D,M1->M2,14,34,154,30,182,0,0,13
44,A,M1->M2->M3,37,27,148,25,222,13,111,14
45,A,M1->M2->M3,37,29,259,30,185,18,148,14
46,A,M1->M2->M3,16,32,144,18,128,18,64,11
47,B,M1->M3,9,15,36,0,0,26,36,11
48,D,M1->M2,47,17,329,24,611,0,0,6
49,A,M1->M2->M3,37,50,370,24,333,12,74,8
50,A,M1->M2->M3,16,19,112,43,208,27,48,2
