OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,C,M2->M3,26,0,0,17,208,24,130,8
2,C,M2->M3,44,0,0,25,528,8,308,9
3,C,M2->M3,50,0,0,19,450,28,300,6
4,E,M3,20,0,0,0,0,26,40,9
5,B,M1->M3,15,27,180,0,0,7,75,8
6,B,M1->M3,29,32,348,0,0,26,174,6
7,A,M1->M2->M3,9,60,108,29,108,9,72,7
8,A,M1->M2->M3,10,27,110,27,120,7,50,3
9,B,M1->M3,11,56,88,0,0,13,66,5
10,B,M1->M3,30,41,270,0,0,21,180,12
11,D,M1->M2,38,58,266,11,266,0,0,9
12,B,M1->M3,8,55,32,0,0,22,32,7
13,B,M1->M3,34,28,102,0,0,12,68,11
14,C,M2->M3,9,0,0,20,63,6,36,11
15,B,M1->M3,40,22,360,0,0,20,240,6
16,B,M1->M3,30,21,150,0,0,22,150,13
17,D,M1->M2,27,18,297,22,324,0,0,5
18,C,M2->M3,47,0,0,42,658,13,329,8
19,E,M3,24,0,0,0,0,20,48,5
20,D,M1->M2,24,22,240,36,288,0,0,8
21,B,M1->M3,45,31,540,0,0,28,225,10
22,C,M2->M3,17,0,0,17,85,27,85,12
23,E,M3,17,0,0,0,0,18,102,14
24,D,M1->M2,48,48,240,45,672,0,0,5
25,D,M1->M2,9,58,36,22,135,0,0,6
26,E,M3,17,0,0,0,0,17,136,10
27,B,M1->M3,27,24,297,0,0,10,162,2
28,A,M1->M2->M3,41,15,451,43,205,10,164,8
29,A,M1->M2->M3,28,58,336,39,336,27,140,11
30,C,M2->M3,17,0,0,10,136,9,102,6
31,B,M1->M3,33,16,99,0,0,10,231,7
32,A,M1->M2->M3,47,33,141,43,611,22,282,6
33,A,M1->M2->M3,23,27,207,25,138,16,184,5
34,B,M1->M3,45,48,270,0,0,23,360,2
35,C,M2->M3,14,0,0,42,84,18,56,7
36,B,M1->M3,35,36,385,0,0,12,280,11
37,E,M3,37,0,0,0,0,10,259,4
38,E,M3,26,0,0,0,0,6,208,5
39,E,M3,26,0,0,0,0,21,156,8
40,C,M2->M3,11,0,0,12,165,22,88,5
41,A,M1->M2->M3,16,49,160,24,96,29,96,12
42,E,M3,42,0,0,0,0,30,126,5
43,C,M2->M3,22,0,0,28,110,5,110,6
44,B,M1->M3,42,35,126,0,0,21,294,13
45,B,M1->M3,19,36,228,0,0,8,57,4
46,C,M2->M3,16,0,0,24,176,20,64,7
47,B,M1->M3,9,20,81,0,0,21,18,7
48,B,M1->M3,17,57,153,0,0,23,85,6
49,B,M1->M3,13,29,117,0,0,16,91,13
50,C,M2->M3,36,0,0,44,288,20,180,13
