OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,49,0,0,0,0,12,343,9
2,E,M3,24,0,0,0,0,25,192,13
3,C,M2->M3,32,0,0,17,256,17,96,12
4,C,M2->M3,21,0,0,41,231,5,84,5
5,B,M1->M3,49,28,441,0,0,22,98,10
6,A,M1->M2->M3,26,45,260,15,312,21,182,11
7,A,M1->M2->M3,11,45,132,11,165,9,44,9
8,D,M1->M2,46,37,368,45,230,0,0,7
9,A,M1->M2->M3,18,15,180,17,234,15,54,9
10,C,M2->M3,5,0,0,11,70,22,20,5
11,B,M1->M3,10,54,100,0,0,19,40,7
12,E,M3,17,0,0,0,0,19,51,4
13,D,M1->M2,39,25,117,38,351,0,0,13
14,E,M3,36,0,0,0,0,10,216,7
15,B,M1->M3,14,57,112,0,0,25,98,12
16,E,M3,21,0,0,0,0,21,84,5
17,D,M1->M2,34,51,170,11,442,0,0,5
18,C,M2->M3,9,0,0,35,135,29,36,2
19,C,M2->M3,42,0,0,31,630,9,126,13
20,A,M1->M2->M3,5,47,25,27,55,28,25,10
21,D,M1->M2,18,27,126,11,180,0,0,4
22,C,M2->M3,23,0,0,40,161,16,115,4
23,A,M1->M2->M3,25,37,300,23,375,8,100,12
24,D,M1->M2,50,47,450,40,750,0,0,14
25,C,M2->M3,41,0,0,13,369,8,123,11
26,B,M1->M3,17,32,170,0,0,23,51,9
27,D,M1->M2,12,24,108,11,144,0,0,11
28,D,M1->M2,34,20,306,29,204,0,0,8
29,C,M2->M3,17,0,0,41,187,11,136,4
30,C,M2->M3,26,0,0,24,130,28,78,8
31,A,M1->M2->M3,8,33,96,31,104,29,24,2
32,E,M3,7,0,0,0,0,24,42,5
33,B,M1->M3,19,28,95,0,0,30,57,5
34,B,M1->M3,46,16,506,0,0,25,184,6
35,E,M3,13,0,0,0,0,18,91,6
36,D,M1->M2,41,35,451,44,533,0,0,6
37,B,M1->M3,8,60,88,0,0,8,40,4
38,B,M1->M3,22,32,88,0,0,22,132,9
39,E,M3,18,0,0,0,0,19,90,13
40,D,M1->M2,43,31,387,31,602,0,0,12
41,A,M1->M2->M3,15,56,120,34,75,19,105,12
42,A,M1->M2->M3,42,32,378,15,210,7,168,10
43,C,M2->M3,5,0,0,11,70,30,40,13
44,D,M1->M2,7,48,77,20,70,0,0,5
45,B,M1->M3,50,58,300,0,0,27,150,13
46,B,M1->M3,40,17,440,0,0,13,280,2
47,C,M2->M3,50,0,0,10,700,11,150,7
48,A,M1->M2->M3,20,34,180,10,140,10,60,5
49,A,M1->M2->M3,41,48,410,37,328,12,164,4
50,B,M1->M3,31,54,372,0,0,9,248,13
