OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,E,M3,29,0,0,0,0,18,116,10
2,E,M3,33,0,0,0,0,14,165,9
3,E,M3,32,0,0,0,0,12,96,4
4,C,M2->M3,21,0,0,44,189,10,63,3
5,C,M2->M3,6,0,0,32,54,28,42,8
6,C,M2->M3,6,0,0,11,54,13,36,11
7,A,M1->M2->M3,35,37,105,24,175,6,245,12
8,A,M1->M2->M3,35,45,350,41,455,7,70,2
9,B,M1->M3,31,54,93,0,0,11,62,7
10,B,M1->M3,5,54,30,0,0,24,30,12
11,D,M1->M2,37,48,111,19,333,0,0,7
12,E,M3,47,0,0,0,0,7,376,4
13,B,M1->M3,43,60,129,0,0,11,129,12
14,B,M1->M3,45,24,450,0,0,17,315,7
15,D,M1->M2,34,46,306,14,340,0,0,9
16,B,M1->M3,5,34,55,0,0,10,15,3
17,E,M3,26,0,0,0,0,5,52,13
18,A,M1->M2->M3,44,23,396,37,352,12,264,14
19,E,M3,12,0,0,0,0,20,36,14
20,E,M3,43,0,0,0,0,15,344,3
21,D,M1->M2,8,53,32,25,112,0,0,8
22,D,M1->M2,45,27,360,39,360,0,0,6
23,D,M1->M2,43,20,172,17,301,0,0,6
24,E,M3,7,0,0,0,0,23,28,10
25,B,M1->M3,32,36,288,0,0,17,64,3
26,B,M1->M3,16,57,64,0,0,20,112,4
27,C,M2->M3,25,0,0,15,300,30,125,12
28,E,M3,34,0,0,0,0,25,170,2
29,A,M1->M2->M3,29,39,87,27,145,26,87,13
30,A,M1->M2->M3,20,25,180,11,280,15,140,13
31,A,M1->M2->M3,22,40,110,14,198,18,154,4
32,B,M1->M3,7,20,21,0,0,14,49,2
33,D,M1->M2,7,19,35,22,98,0,0,4
34,B,M1->M3,40,56,360,0,0,5,160,2
35,B,M1->M3,28,19,168,0,0,5,140,10
36,D,M1->M2,49,45,147,17,441,0,0,4
37,A,M1->M2->M3,31,56,372,20,341,25,93,2
38,C,M2->M3,17,0,0,26,136,29,68,6
39,D,M1->M2,25,40,250,37,325,0,0,3
40,C,M2->M3,13,0,0,26,143,12,78,11
41,A,M1->M2->M3,10,42,50,21,90,28,40,8
42,D,M1->M2,14,49,98,14,140,0,0,4
43,C,M2->M3,35,0,0,20,420,24,175,5
44,A,M1->M2->M3,9,41,36,26,117,20,18,10
45,A,M1->M2->M3,27,16,162,18,378,27,216,8
46,C,M2->M3,26,0,0,42,130,20,208,5
47,D,M1->M2,12,38,36,45,132,0,0,11
48,E,M3,50,0,0,0,0,8,200,3
49,B,M1->M3,9,34,99,0,0,15,18,6
50,A,M1->M2->M3,39,45,195,21,507,13,156,14
