OrderID,PartType,OperationSequence,Quantity,M1_Ruest,M1_Proc,M2_Ruest,M2_Proc,M3_Ruest,M3_Proc,Deadline_days
1,B,M1->M3,10,60,90,0,0,16,40,5
2,A,M1->M2->M3,23,54,138,31,230,5,92,8
3,E,M3,31,0,0,0,0,29,248,9
4,B,M1->M3,14,44,140,0,0,18,56,2
5,B,M1->M3,47,27,517,0,0,28,188,2
6,B,M1->M3,30,36,270,0,0,7,120,2
7,D,M1->M2,7,56,21,31,63,0,0,9
8,B,M1->M3,45,47,450,0,0,17,270,5
9,A,M1->M2->M3,32,45,256,22,352,23,96,10
10,B,M1->M3,47,50,141,0,0,25,282,3
11,C,M2->M3,25,0,0,19,375,9,200,8
12,E,M3,47,0,0,0,0,24,235,13
13,D,M1->M2,38,54,266,19,304,0,0,5
14,C,M2->M3,38,0,0,34,418,12,114,5
15,A,M1->M2->M3,33,51,99,27,165,8,264,3
16,A,M1->M2->M3,48,58,432,24,672,11,384,10
17,A,M1->M2->M3,30,25,120,29,150,9,90,8
18,D,M1->M2,8,28,48,41,64,0,0,10
19,D,M1->M2,18,50,180,32,180,0,0,8
20,C,M2->M3,45,0,0,18,315,24,135,4
21,E,M3,40,0,0,0,0,7,160,4
22,E,M3,19,0,0,0,0,25,95,3
23,C,M2->M3,40,0,0,38,200,18,200,9
24,E,M3,20,0,0,0,0,29,160,12
25,B,M1->M3,39,48,195,0,0,20,78,9
26,E,M3,10,0,0,0,0,28,60,13
27,C,M2->M3,50,0,0,39,450,17,250,6
28,E,M3,20,0,0,0,0,13,80,8
29,B,M1->M3,12,31,84,0,0,11,60,10
30,B,M1->M3,13,17,65,0,0,19,104,11
31,B,M1->M3,29,47,145,0,0,8,116,9
32,C,M2->M3,28,0,0,39,308,17,196,13
33,B,M1->M3,18,42,180,0,0,12,126,2
34,C,M2->M3,24,0,0,24,360,10,192,10
35,B,M1->M3,37,48,444,0,0,22,259,14
36,C,M2->M3,8,0,0,29,112,22,56,5
37,D,M1->M2,23,29,184,25,299,0,0,4
38,B,M1->M3,30,32,180,0,0,29,180,4
39,D,M1->M2,24,30,240,10,240,0,0,11
40,A,M1->M2->M3,27,58,162,11,243,26,216,6
41,B,M1->M3,38,42,418,0,0,29,76,11
42,A,M1->M2->M3,50,48,300,44,450,9,250,8
43,B,M1->M3,42,49,420,0,0,29,294,11
44,B,M1->M3,8,53,72,0,0,24,64,13
45,E,M3,11,0,0,0,0,11,66,6
46,C,M2->M3,16,0,0,37,240,17,128,9
47,D,M1->M2,17,26,85,44,170,0,0,13
48,E,M3,42,0,0,0,0,24,84,7
49,A,M1->M2->M3,26,31,260,29,364,15,208,3
50,C,M2->M3,43,0,0,37,559,12,86,12
